育种者,申请者,登记编号,作物名称,品种名称
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD大白菜(2020)110523,大白菜,冬冠097
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD大白菜(2020)110524,大白菜,冬冠099
先正达种苗(北京）有限公司,先正达种苗(北京）有限公司,GPD结球甘蓝(2022)110073,结球甘蓝,先甘005
北京奥新高科种子科技有限公司,北京奥新高科种子科技有限公司,GPD西瓜(2018)111201,西瓜,甜妮
北京奥新高科种子科技有限公司,北京奥新高科种子科技有限公司,GPD西瓜(2018)111202,西瓜,甜妮2号
北京君川种业科技有限公司,北京君川种业科技有限公司,GPD西瓜(2018)111273,西瓜,君川锦旺
先正达种苗(北京）有限公司,先正达种苗(北京）有限公司,GPD西瓜(2019)110125,西瓜,早喜六号
先正达种苗(北京）有限公司,先正达种苗(北京）有限公司,GPD西瓜(2019)110599,西瓜,强者711
先正达种苗(北京）有限公司,先正达种苗(北京）有限公司,GPD西瓜(2019)110670,西瓜,嘉年华五号
北京利园成田种苗有限公司,北京利园成田种苗有限公司,GPD西瓜(2020)110555,西瓜,京源二号
先正达种苗(北京）有限公司,先正达种苗(北京）有限公司,GPD西瓜(2020)110560,西瓜,绿裳
北京君川种业科技有限公司,北京君川种业科技有限公司,GPD西瓜(2020)110569,西瓜,君川积田
北京君川种业科技有限公司,北京君川种业科技有限公司,GPD西瓜(2020)110570,西瓜,君川客喜
北京硕源种子有限公司,北京硕源种子有限公司,GPD西瓜(2020)110571,西瓜,久一红麒麟
北京君川种业科技有限公司,北京君川种业科技有限公司,GPD西瓜(2020)110596,西瓜,腾越AK
北京利园成田种苗有限公司,北京利园成田种苗有限公司,GPD西瓜(2020)110597,西瓜,久甜二号
北京君川种业科技有限公司,北京君川种业科技有限公司,GPD西瓜(2020)110616,西瓜,辉峰118
北京君川种业科技有限公司,北京君川种业科技有限公司,GPD西瓜(2020)110617,西瓜,弘润一号
先正达种苗(北京）有限公司,先正达种苗(北京）有限公司,GPD西瓜(2022)110021,西瓜,嘉年华701
先正达种苗(北京）有限公司,先正达种苗(北京）有限公司,GPD西瓜(2022)110050,西瓜,嘉年华六号
先正达种苗(北京）有限公司,先正达种苗(北京）有限公司,GPD辣椒(2017)110001,辣椒,先红五号
先正达种苗(北京）有限公司,先正达种苗(北京）有限公司,GPD辣椒(2017)110002,辣椒,黄欧宝二号
先正达种苗(北京）有限公司,先正达种苗(北京）有限公司,GPD辣椒(2017)110016,辣椒,先红一号
先正达种苗(北京）有限公司,先正达种苗(北京）有限公司,GPD辣椒(2017)110033,辣椒,凯瑟琳
先正达种苗(北京）有限公司,先正达种苗(北京）有限公司,GPD辣椒(2017)110034,辣椒,奥黛丽
先正达种苗(北京）有限公司,先正达种苗(北京）有限公司,GPD辣椒(2017)110083,辣椒,玛索
先正达种苗(北京）有限公司,先正达种苗(北京）有限公司,GPD辣椒(2017)110097,辣椒,布兰妮
先正达种苗(北京）有限公司,先正达种苗(北京）有限公司,GPD辣椒(2018)110157,辣椒,万家灯火八号
北京奥新高科种子科技有限公司,北京奥新高科种子科技有限公司,GPD辣椒(2018)111550,辣椒,奥新116
北京奥新高科种子科技有限公司,北京奥新高科种子科技有限公司,GPD辣椒(2018)111551,辣椒,宝岛一号
北京奥新高科种子科技有限公司,北京奥新高科种子科技有限公司,GPD辣椒(2018)111552,辣椒,宝岛三号
北京奥新高科种子科技有限公司,北京奥新高科种子科技有限公司,GPD辣椒(2018)111617,辣椒,奥新早帅
北京百欧通种子有限公司,北京百欧通种子有限公司,GPD辣椒(2018)111738,辣椒,坛12
北京硕源种子有限公司,北京硕源种子有限公司,GPD辣椒(2020)110068,辣椒,宝龙一号
北京百欧通种子有限公司,北京百欧通种子有限公司,GPD辣椒(2020)110633,辣椒,k7
北京百欧通种子有限公司,北京百欧通种子有限公司,GPD辣椒(2020)110731,辣椒,松江红8号
北京百欧通种子有限公司,北京百欧通种子有限公司,GPD辣椒(2020)110732,辣椒,巨红
北京百欧通种子有限公司,北京百欧通种子有限公司,GPD辣椒(2020)110733,辣椒,小熊
北京百欧通种子有限公司,北京百欧通种子有限公司,GPD辣椒(2020)110734,辣椒,坛金
北京百欧通种子有限公司,北京百欧通种子有限公司,GPD辣椒(2020)110735,辣椒,坛喜
北京百欧通种子有限公司,北京百欧通种子有限公司,GPD辣椒(2020)110736,辣椒,小樱一号
北京百欧通种子有限公司,北京百欧通种子有限公司,GPD辣椒(2020)110737,辣椒,坛Q
北京利园成田种苗有限公司,北京利园成田种苗有限公司,GPD辣椒(2020)110831,辣椒,利园红28号
北京利园成田种苗有限公司,北京利园成田种苗有限公司,GPD辣椒(2020)110943,辣椒,长长红
北京利园成田种苗有限公司,北京利园成田种苗有限公司,GPD辣椒(2020)110944,辣椒,利园红22号
北京利园成田种苗有限公司,北京利园成田种苗有限公司,GPD辣椒(2020)111040,辣椒,长虹
北京利园成田种苗有限公司,北京利园成田种苗有限公司,GPD辣椒(2020)111144,辣椒,单生168
北京利园成田种苗有限公司,北京利园成田种苗有限公司,GPD辣椒(2020)111145,辣椒,单生118
北京百欧通种子有限公司,北京百欧通种子有限公司,GPD辣椒(2020)111257,辣椒,红秀404
北京利园成田种苗有限公司,北京利园成田种苗有限公司,GPD辣椒(2021)110025,辣椒,利园红906
北京利园成田种苗有限公司,北京利园成田种苗有限公司,GPD辣椒(2021)110026,辣椒,利园红908
北京利园成田种苗有限公司,北京利园成田种苗有限公司,GPD辣椒(2021)110027,辣椒,利园红905
北京利园成田种苗有限公司,北京利园成田种苗有限公司,GPD辣椒(2021)110028,辣椒,疆椒红
北京百欧通种子有限公司,北京百欧通种子有限公司,GPD辣椒(2021)110259,辣椒,印加红
北京百欧通种子有限公司,北京百欧通种子有限公司,GPD辣椒(2021)110260,辣椒,PR辛玉香
北京利园成田种苗有限公司,北京利园成田种苗有限公司,GPD辣椒(2021)110603,辣椒,利园红利
先正达种苗(北京）有限公司,先正达种苗(北京）有限公司,GPD辣椒(2022)110216,辣椒,世纪红一号
北京君川种业科技有限公司,北京君川种业科技有限公司,GPD黄瓜(2018)110168,黄瓜,君秀88
北京君川种业科技有限公司,北京君川种业科技有限公司,GPD黄瓜(2018)110169,黄瓜,君川燕星
北京君川种业科技有限公司,北京君川种业科技有限公司,GPD黄瓜(2018)110273,黄瓜,君秀66
北京大一种苗有限公司,北京大一种苗有限公司,GPD辣椒(2020)111048,辣椒,红贵1号
北京世农种苗有限公司,北京世农种苗有限公司,GPD辣椒(2020)111173,辣椒,世农泰焰
北京世农种苗有限公司,北京世农种苗有限公司,GPD辣椒(2020)111174,辣椒,SN红勋
湖山（北京）农业技术有限公司,湖山（北京）农业技术有限公司,GPD辣椒(2020)111262,辣椒,RC771
湖山（北京）农业技术有限公司,湖山（北京）农业技术有限公司,GPD辣椒(2021)110287,辣椒,HJ622
北京智慧农科技发展有限公司,北京智慧农科技发展有限公司,GPD辣椒(2022)110228,辣椒,鑫宇红
北京智慧农科技发展有限公司,北京智慧农科技发展有限公司,GPD辣椒(2022)110229,辣椒,禾鑫红
北京智慧农科技发展有限公司,北京智慧农科技发展有限公司,GPD辣椒(2022)110230,辣椒,螺丝金剑
中国科学院遗传与发育生物学研究所;青岛市农业科学研究院,中国科学院遗传与发育生物学研究所;青岛市农业科学研究院,GPD番茄(2020)110074,番茄,中青红1号
纽内姆（北京）种子有限公司,纽内姆（北京）种子有限公司,GPD番茄(2020)110221,番茄,喜莱德1号
海泽拉农业技术服务（北京）有限公司,海泽拉农业技术服务（北京）有限公司,GPD番茄(2020)110263,番茄,古甜
海泽拉农业技术服务（北京）有限公司,海泽拉农业技术服务（北京）有限公司,GPD番茄(2020)110264,番茄,博雅
海泽拉农业技术服务（北京）有限公司,海泽拉农业技术服务（北京）有限公司,GPD番茄(2020)110265,番茄,诗洛奇
海泽拉农业技术服务（北京）有限公司,海泽拉农业技术服务（北京）有限公司,GPD番茄(2020)110266,番茄,安纳西
海泽拉农业技术服务（北京）有限公司,海泽拉农业技术服务（北京）有限公司,GPD番茄(2020)110334,番茄,锦隆
海泽拉农业技术服务（北京）有限公司,海泽拉农业技术服务（北京）有限公司,GPD番茄(2020)110336,番茄,艾米丽
海泽拉农业技术服务（北京）有限公司,海泽拉农业技术服务（北京）有限公司,GPD番茄(2020)110337,番茄,可人
海泽拉农业技术服务（北京）有限公司,海泽拉农业技术服务（北京）有限公司,GPD番茄(2020)110338,番茄,赛琳娜
海泽拉农业技术服务（北京）有限公司,海泽拉农业技术服务（北京）有限公司,GPD番茄(2020)110366,番茄,雅宝
海泽拉农业技术服务（北京）有限公司,海泽拉农业技术服务（北京）有限公司,GPD番茄(2020)110367,番茄,思迪
海泽拉农业技术服务（北京）有限公司,海泽拉农业技术服务（北京）有限公司,GPD番茄(2020)110368,番茄,凯隆
海泽拉农业技术服务（北京）有限公司,海泽拉农业技术服务（北京）有限公司,GPD番茄(2020)110369,番茄,达丽
海泽拉农业技术服务（北京）有限公司,海泽拉农业技术服务（北京）有限公司,GPD番茄(2020)110370,番茄,格蕾斯
海泽拉农业技术服务（北京）有限公司,海泽拉农业技术服务（北京）有限公司,GPD番茄(2020)110371,番茄,尼古拉
海泽拉农业技术服务（北京）有限公司,海泽拉农业技术服务（北京）有限公司,GPD番茄(2020)110372,番茄,伊亚
海泽拉农业技术服务（北京）有限公司,海泽拉农业技术服务（北京）有限公司,GPD番茄(2020)110373,番茄,夏娃
海泽拉农业技术服务（北京）有限公司,海泽拉农业技术服务（北京）有限公司,GPD番茄(2020)110374,番茄,安妮
海泽拉农业技术服务（北京）有限公司,海泽拉农业技术服务（北京）有限公司,GPD番茄(2020)110375,番茄,硕丰
海泽拉农业技术服务（北京）有限公司,海泽拉农业技术服务（北京）有限公司,GPD番茄(2020)110414,番茄,福莱
海泽拉农业技术服务（北京）有限公司,海泽拉农业技术服务（北京）有限公司,GPD番茄(2020)110415,番茄,塔里娃
海泽拉农业技术服务（北京）有限公司,海泽拉农业技术服务（北京）有限公司,GPD番茄(2021)110043,番茄,桃乐丝
北京奥立沃种业科技有限公司,北京奥立沃种业科技有限公司,GPD番茄(2021)110241,番茄,H1015
北京奥立沃种业科技有限公司,北京奥立沃种业科技有限公司,GPD番茄(2021)110242,番茄,H2206
北京奥立沃种业科技有限公司,北京奥立沃种业科技有限公司,GPD番茄(2021)110243,番茄,H2401
北京奥立沃种业科技有限公司,北京奥立沃种业科技有限公司,GPD番茄(2021)110244,番茄,H3402
北京奥立沃种业科技有限公司,北京奥立沃种业科技有限公司,GPD番茄(2021)110245,番茄,H5108
北京源生泰农业科技有限公司,北京源生泰农业科技有限公司,GPD番茄(2022)110191,番茄,凯德泰诺
纽内姆（北京）种子有限公司,纽内姆（北京）种子有限公司,GPD番茄(2022)110241,番茄,纽内姆2020
纽内姆（北京）种子有限公司,纽内姆（北京）种子有限公司,GPD番茄(2022)110242,番茄,赞誉9号
纽内姆（北京）种子有限公司,纽内姆（北京）种子有限公司,GPD番茄(2022)110274,番茄,蜜思提拉
北京源生泰农业科技有限公司,北京源生泰农业科技有限公司,GPD番茄(2022)110294,番茄,凯德雅丽1832
北京源生泰农业科技有限公司,北京源生泰农业科技有限公司,GPD番茄(2022)110295,番茄,凯德雅丽87360
北京华耐农业发展有限公司,北京华耐农业发展有限公司,GPD结球甘蓝(2018)110103,结球甘蓝,满月53
北京华耐农业发展有限公司,北京华耐农业发展有限公司,GPD结球甘蓝(2018)110104,结球甘蓝,满月55
北京华耐农业发展有限公司,北京华耐农业发展有限公司,GPD结球甘蓝(2018)110105,结球甘蓝,满月56
北京华耐农业发展有限公司,北京华耐农业发展有限公司,GPD结球甘蓝(2019)110085,结球甘蓝,福兰
北京华耐农业发展有限公司,北京华耐农业发展有限公司,GPD结球甘蓝(2019)110140,结球甘蓝,铁头四号
纽内姆（北京）种子有限公司,纽内姆（北京）种子有限公司,GPD西瓜(2018)110564,西瓜,黛妃
纽内姆（北京）种子有限公司,纽内姆（北京）种子有限公司,GPD西瓜(2018)110565,西瓜,蜜妃
北京多良农业科技有限公司,北京多良农业科技有限公司,GPD西瓜(2019)110140,西瓜,多良
北京多良农业科技有限公司,北京多良农业科技有限公司,GPD西瓜(2019)110203,西瓜,迈尔密
北京多良农业科技有限公司,北京多良农业科技有限公司,GPD西瓜(2019)110204,西瓜,春驰
北京科实达农业科技有限责任公司,北京科实达农业科技有限责任公司,GPD西瓜(2020)110359,西瓜,少籽甜龙
纽内姆（北京）种子有限公司,纽内姆（北京）种子有限公司,GPD西瓜(2020)110467,西瓜,花甜1号
纽内姆（北京）种子有限公司,纽内姆（北京）种子有限公司,GPD西瓜(2020)110468,西瓜,鸿丰303
北京科实达农业科技有限责任公司,北京科实达农业科技有限责任公司,GPD西瓜(2020)110563,西瓜,唯尊A3
北京市农业技术推广站,北京市农业技术推广站,GPD西瓜(2022)110263,西瓜,北农锦绣
纽内姆（北京）种子有限公司,纽内姆（北京）种子有限公司,GPD辣椒(2017)110094,辣椒,长征58
纽内姆（北京）种子有限公司,纽内姆（北京）种子有限公司,GPD辣椒(2017)110095,辣椒,圣保罗
北京瑞盛元国际农业有限责任公司,北京瑞盛元国际农业有限责任公司,GPD辣椒(2018)111255,辣椒,威尔特
北京捷利亚种业有限公司,北京捷利亚种业有限公司,GPD结球甘蓝(2020)110143,结球甘蓝,捷甘8422
北京捷利亚种业有限公司,北京捷利亚种业有限公司,GPD结球甘蓝(2020)110168,结球甘蓝,捷甘15145
北京捷利亚种业有限公司,北京捷利亚种业有限公司,GPD结球甘蓝(2020)110169,结球甘蓝,捷甘15279
北京捷利亚种业有限公司,北京捷利亚种业有限公司,GPD结球甘蓝(2020)110203,结球甘蓝,捷甘14669
北京捷利亚种业有限公司,北京捷利亚种业有限公司,GPD结球甘蓝(2020)110204,结球甘蓝,捷甘1665
北京捷利亚种业有限公司,北京捷利亚种业有限公司,GPD结球甘蓝(2020)110205,结球甘蓝,捷甘Z315
北京捷利亚种业有限公司,北京捷利亚种业有限公司,GPD结球甘蓝(2020)110222,结球甘蓝,秀绿
北京捷利亚种业有限公司,北京捷利亚种业有限公司,GPD结球甘蓝(2020)110277,结球甘蓝,捷甘15226
北京捷利亚种业有限公司,北京捷利亚种业有限公司,GPD结球甘蓝(2020)110278,结球甘蓝,捷甘1370
北京捷利亚种业有限公司,北京捷利亚种业有限公司,GPD结球甘蓝(2021)110001,结球甘蓝,捷利亚475
北京捷利亚种业有限公司,北京捷利亚种业有限公司,GPD结球甘蓝(2021)110002,结球甘蓝,捷甘13168
北京捷利亚种业有限公司,北京捷利亚种业有限公司,GPD结球甘蓝(2021)110025,结球甘蓝,捷甘11185
北京大一种苗有限公司;北京大一韩日国际种苗有限公司,北京大一种苗有限公司;北京大一韩日国际种苗有限公司,GPD辣椒(2018)110180,辣椒,红贵2号
北京大一种苗有限公司;北京大一韩日国际种苗有限公司,北京大一种苗有限公司;北京大一韩日国际种苗有限公司,GPD辣椒(2018)111502,辣椒,青珍120
北京大一种苗有限公司;北京大一韩日国际种苗有限公司,北京大一种苗有限公司;北京大一韩日国际种苗有限公司,GPD辣椒(2018)111753,辣椒,满分102
北京大一种苗有限公司;北京大一韩日国际种苗有限公司,北京大一种苗有限公司;北京大一韩日国际种苗有限公司,GPD辣椒(2019)110003,辣椒,满分107
北京大一种苗有限公司;北京大一韩日国际种苗有限公司,北京大一种苗有限公司;北京大一韩日国际种苗有限公司,GPD辣椒(2019)110058,辣椒,红亮大将军
北京大一种苗有限公司;北京大一韩日国际种苗有限公司,北京大一种苗有限公司;北京大一韩日国际种苗有限公司,GPD辣椒(2019)110063,辣椒,满分215
北京大一种苗有限公司;北京大一韩日国际种苗有限公司,北京大一种苗有限公司;北京大一韩日国际种苗有限公司,GPD辣椒(2020)110224,辣椒,辣线先锋
北京大一种苗有限公司;北京大一韩日国际种苗有限公司,北京大一种苗有限公司;北京大一韩日国际种苗有限公司,GPD辣椒(2020)110830,辣椒,满分606
北京大一种苗有限公司;北京大一韩日国际种苗有限公司,北京大一种苗有限公司;北京大一韩日国际种苗有限公司,GPD辣椒(2020)111225,辣椒,BN5400
北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,GPD辣椒(2020)110003,辣椒,海丰10号
北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,GPD辣椒(2020)110004,辣椒,海丰1052
北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,GPD辣椒(2020)110066,辣椒,海丰17号
北京金种惠农农业科技发展有限公司,北京金种惠农农业科技发展有限公司,GPD辣椒(2020)110147,辣椒,玛雅
北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,GPD辣椒(2020)110418,辣椒,海丰1058
北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,GPD辣椒(2020)110419,辣椒,海丰268
北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,GPD辣椒(2020)110738,辣椒,海丰11号
北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,GPD辣椒(2020)110739,辣椒,海丰皇冠
东部韩农种苗科技（北京）有限公司,东部韩农种苗科技（北京）有限公司,GPD辣椒(2020)110744,辣椒,韩丰303
北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,GPD辣椒(2020)110989,辣椒,海丰158
北京金种惠农农业科技发展有限公司,北京金种惠农农业科技发展有限公司,GPD辣椒(2020)111049,辣椒,泰达
北京金种惠农农业科技发展有限公司,北京金种惠农农业科技发展有限公司,GPD辣椒(2020)111050,辣椒,金惠13B
北京金种惠农农业科技发展有限公司,北京金种惠农农业科技发展有限公司,GPD辣椒(2020)111051,辣椒,炫美
北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,GPD辣椒(2020)111142,辣椒,海丰长龙
北京金种惠农农业科技发展有限公司,北京金种惠农农业科技发展有限公司,GPD辣椒(2020)111143,辣椒,犇腾2号
北京金种惠农农业科技发展有限公司,北京金种惠农农业科技发展有限公司,GPD辣椒(2020)111226,辣椒,好运来
北京金种惠农农业科技发展有限公司,北京金种惠农农业科技发展有限公司,GPD辣椒(2021)110008,辣椒,金椒旺
北京金种惠农农业科技发展有限公司,北京金种惠农农业科技发展有限公司,GPD辣椒(2021)110149,辣椒,泽塔
北京金种惠农农业科技发展有限公司,北京金种惠农农业科技发展有限公司,GPD辣椒(2021)110150,辣椒,金惠大牛角
北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,GPD辣椒(2021)110261,辣椒,海丰148
北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,北京海花生物科技有限公司;北京市海淀区植物组织培养技术实验室,GPD辣椒(2021)110262,辣椒,海丰188
华颂种业（北京）股份有限公司,华颂种业（北京）股份有限公司,GPD马铃薯(2018)110089,马铃薯,华颂66
华颂种业（北京）股份有限公司,华颂种业（北京）股份有限公司,GPD马铃薯(2018)110121,马铃薯,华颂1号
华颂种业（北京）股份有限公司,华颂种业（北京）股份有限公司,GPD马铃薯(2020)110089,马铃薯,华颂21
华颂种业（北京）股份有限公司,华颂种业（北京）股份有限公司,GPD马铃薯(2020)110090,马铃薯,华颂22
中国科学院遗传与发育生物学研究所,中国科学院遗传与发育生物学研究所,GPD高粱(2018)110057,高粱,中科甜438
中国科学院遗传与发育生物学研究所,中国科学院遗传与发育生物学研究所,GPD高粱(2018)110058,高粱,中科甜968
中国科学院遗传与发育生物学研究所,中国科学院遗传与发育生物学研究所,GPD高粱(2018)110088,高粱,中科甜048
中国科学院遗传与发育生物学研究所,中国科学院遗传与发育生物学研究所,GPD高粱(2018)110089,高粱,中科甜060
北京绿百旺农业技术研究所,北京绿百旺农业技术研究所,GPD黄瓜(2018)110272,黄瓜,伴郎
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD甜瓜(2018)110090,甜瓜,唯蜜
北京瑞思农种子有限公司,北京瑞思农种子有限公司,GPD甜瓜(2018)110422,甜瓜,瑞甜九号
北京瑞思农种子有限公司,北京瑞思农种子有限公司,GPD甜瓜(2018)110423,甜瓜,瑞甜十二
北京瑞思农种子有限公司,北京瑞思农种子有限公司,GPD甜瓜(2018)110519,甜瓜,瑞甜十一号
北京瑞思农种子有限公司,北京瑞思农种子有限公司,GPD甜瓜(2018)110520,甜瓜,瑞甜八号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD甜瓜(2019)110061,甜瓜,绿蜜58
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD甜瓜(2019)110062,甜瓜,牛花花
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD甜瓜(2019)110063,甜瓜,帅果3号
北京瑞思农种子有限公司,北京瑞思农种子有限公司,GPD甜瓜(2019)110090,甜瓜,玲珑脆
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD甜瓜(2019)110104,甜瓜,唯爱
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD甜瓜(2019)110105,甜瓜,白蜜
北京瑞思农种子有限公司,北京瑞思农种子有限公司,GPD甜瓜(2019)110206,甜瓜,瑞甜十号
北京瑞思农种子有限公司;河北领澜农业科技有限公司,北京瑞思农种子有限公司;河北领澜农业科技有限公司,GPD甜瓜(2020)110154,甜瓜,瑞甜奶香蜜
北京瑞思农种子有限公司;河北领澜农业科技有限公司,北京瑞思农种子有限公司;河北领澜农业科技有限公司,GPD甜瓜(2021)110116,甜瓜,领澜九号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD甜瓜(2022)110031,甜瓜,帅果8号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD甜瓜(2022)110032,甜瓜,绿蜜60
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD甜瓜(2022)110033,甜瓜,白蜜29
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD甜瓜(2022)110034,甜瓜,羊太郎
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD甜瓜(2022)110035,甜瓜,帅果9号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD甜瓜(2022)110053,甜瓜,帅果6号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD甜瓜(2022)110054,甜瓜,花蜜91
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD甜瓜(2022)110065,甜瓜,花蜜95
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD甜瓜(2022)110066,甜瓜,赤子牛
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD甜瓜(2022)110067,甜瓜,白牛
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD甜瓜(2022)110068,甜瓜,帅果22号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD甜瓜(2022)110069,甜瓜,帅果21号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD甜瓜(2022)110070,甜瓜,唯万
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD甜瓜(2022)110108,甜瓜,花蜜910
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD甜瓜(2022)110152,甜瓜,花蜜96
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD甜瓜(2022)110153,甜瓜,帅果88号
北京九圣禾农业科学研究院有限公司,北京九圣禾农业科学研究院有限公司,GPD甜瓜(2022)110154,甜瓜,英秀
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD甜瓜(2022)110173,甜瓜,博罗蜜
北京九圣禾农业科学研究院有限公司,北京九圣禾农业科学研究院有限公司,GPD甜菜(2018)110068,甜菜,LN80891
北京九圣禾农业科学研究院有限公司,北京九圣禾农业科学研究院有限公司,GPD甜菜(2019)110011,甜菜,LN1708
北京博纳东方农业科技发展有限公司,北京博纳东方农业科技发展有限公司,GPD番茄(2018)110865,番茄,宝粒源4号
北京博纳东方农业科技发展有限公司,北京博纳东方农业科技发展有限公司,GPD番茄(2018)110866,番茄,棚友1号
北京京观地农业发展有限公司,北京京观地农业发展有限公司,GPD番茄(2018)110917,番茄,贝利2号
北京京观地农业发展有限公司,北京京观地农业发展有限公司,GPD番茄(2018)110918,番茄,贝利3号
北京博纳东方农业科技发展有限公司,北京博纳东方农业科技发展有限公司,GPD番茄(2018)110960,番茄,宝粒源3号
北京博纳东方农业科技发展有限公司,北京博纳东方农业科技发展有限公司,GPD番茄(2018)110961,番茄,合润昇1号
北京绿东方农业技术研究所,北京绿东方农业技术研究所,GPD番茄(2018)110962,番茄,奥粉208
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD番茄(2019)110201,番茄,IVF6172
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD番茄(2019)110202,番茄,红杂33
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD番茄(2019)110203,番茄,IVF3311
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD番茄(2019)110204,番茄,IVF6260
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD番茄(2019)110205,番茄,IVF3155
北京绿东方农业技术研究所,北京绿东方农业技术研究所,GPD番茄(2019)110232,番茄,粉童
北京京观地农业发展有限公司,北京京观地农业发展有限公司,GPD番茄(2019)110275,番茄,京粉801
北京京观地农业发展有限公司;四川三青郎农业科技有限公司,北京京观地农业发展有限公司;四川三青郎农业科技有限公司,GPD番茄(2019)110276,番茄,京粉201
北京京观地农业发展有限公司,北京京观地农业发展有限公司,GPD番茄(2019)110508,番茄,京粉406
北京京观地农业发展有限公司,北京京观地农业发展有限公司,GPD番茄(2019)110509,番茄,贝丽1319
北京绿东方农业技术研究所,北京绿东方农业技术研究所,GPD番茄(2020)110051,番茄,金冠200
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD番茄(2020)110173,番茄,IVF1301
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD番茄(2020)110174,番茄,IVF3302
北京中农绿亨科技有限公司,北京中农绿亨科技有限公司,GPD西瓜(2020)110559,西瓜,美佳2号
北京圣农高科农业科技有限公司,北京圣农高科农业科技有限公司,GPD辣椒(2020)110832,辣椒,圣农红宝石08
北京圣农高科农业科技有限公司,北京圣农高科农业科技有限公司,GPD辣椒(2020)110986,辣椒,圣农红宝石06
北京圣农高科农业科技有限公司,北京圣农高科农业科技有限公司,GPD辣椒(2020)110987,辣椒,圣农红宝石01
北京圣农高科农业科技有限公司,北京圣农高科农业科技有限公司,GPD辣椒(2020)111146,辣椒,圣农红宝石09
