检查单号,抽查时间,检查单位,抽查对象,被检查单位,抽查结果,执法人员,
北京安德信人防设备有限公司",未发现违法违规行为,"魏喆
赵剑峰",
京防质监检字[2022]第0058号,2022年05月25日,北京市人防工程监督站,顺义区仁和镇临河村棚户区改造土地开发B片区（对接东城安置房）6014地块项目（14-1#住宅楼（东城安置房）等7项）,"北京城建兴顺房地产开发有限公司
北京城建远东建设投资集团有限公司
北京双圆工程咨询监理有限公司
北京安德信人防设备有限公司",未发现违法违规行为,"魏喆
赵剑峰",
京防质监检字[2022]第0059号,2022年05月26日,北京市人防工程监督站,顺义区仁和镇临河村棚户区改造土地开发C片区项目（26-1#住宅楼（东城安置房）等12项）,"北京城建兴顺房地产开发有限公司
北京城建亚泰建设集团有限公司
北京双圆工程咨询监理有限公司
北京安德信人防设备有限公司",未发现违法违规行为,"魏喆
赵剑峰",
京防质监检字[2022]第0060号,2022年05月31日,北京市人防工程监督站,顺义区仁和镇临河村棚户区改造土地开发B片区（对接东城安置房）6021项目（21-1#住宅楼（东城安置房）等8项）,"北京城建兴顺房地产开发有限公司
北京城建北方集团有限公司
北京诺士诚国际工程项目管理有限公司
北京安德信人防设备有限公司",未发现违法违规行为,"魏喆
赵剑峰",
京防质监检字[2022]第0049号,2022年06月07日,北京市人防工程监督站,人民日报社小红门职工住宅项目,"人民日报社
中铁建设集团有限公司
北京中城工程项目管理有限公司
北京信成筑业防护设备科技有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0050号,2022年06月07日,北京市人防工程监督站,海淀区“海淀北部地区整体开发”翠湖科技园HD00-0303-6009、6010地块R2二类居住用地（1#住宅楼等21项）,"北京锐达置业有限公司
中铁十八局集团第四工程有限公司
北京市驰跃翔管理咨询有限公司
北京鑫中昊科技股份有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0051号,2022年06月07日,北京市人防工程监督站,北京市海淀区“海淀北部地区整体开发”翠湖科技园HD00-0303-6009、6010地块R2二类居住用地项目（18#住宅楼等33项）,"北京锐达置业有限公司
中国铁建大桥工程局集团有限公司
北京市驰跃翔管理咨询有限公司
北京奥森通风空调有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0056号,2022年06月09日,北京市人防工程监督站,朝阳区垡头地区焦化厂剩余地块保障房项目（1#-8#公租房，1#-3#安置房， 3#配套楼，20#开闭所，22#垃圾站，1#、2#配电室，1304-812、1304-813地块地下车库，中学教学综合楼,"北京保障房中心有限公司
北京城乡建设集团有限责任公司
北京华厦工程项目管理有限责任公司
北京力拓铭达机电安装工程有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0061号,2022年06月10日,北京市人防工程监督站,东坝经济适用住房（金泰丽富嘉园）项目D1#汽车库,"北京丽富房地产开发有限公司
北京京能建设集团有限公司
北京东方华太建设监理有限公司
北京鑫中昊科技股份有限公司",未发现违法违规行为,"魏喆
赵剑峰",
京防质监检字[2022]第0062号,2022年06月13日,北京市人防工程监督站,北京市海淀区“海淀北部地区整体开发”翠湖科技园HD00-0303-6009、6010地块R2二类居住用地项目（18#住宅楼等33项）,"北京锐达置业有限公司
中国铁建大桥工程局集团有限公司
北京市驰跃翔工程监理有限责任公司
北京奥森通风空调有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0063号,2022年06月15日,北京市人防工程监督站,崔各庄乡大望京商务中心项目（1#楼等5项）,"北京永辉鸿泰房地产开发有限公司
北京市朝阳田华建筑集团公司
北京双圆工程咨询监理有限公司
北京都宇设备安装工程有限公司",未发现违法违规行为,"赵剑峰
秋岳森",
京防质监检字[2022]第0064号,2022年06月15日,北京市人防工程监督站,大兴区旧宫镇集贤地区旧村改造回迁安置房项目,"北京亦展置业有限公司
北京万兴建筑集团有限公司
北京华达建业工程管理股份有限公司
北京国建标工程设备科技有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0065号,2022年06月15日,北京市人防工程监督站,大兴区旧宫镇集贤地区旧村改造回迁安置房项目,"北京亦展置业有限公司
北京市第五建筑工程集团有限公司
北京正方建设监理有限责任公司
北京国建标工程设备科技有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0066号,2022年06月16日,北京市人防工程监督站,太阳宫科技文化创业大厦项目（综合楼等4项）,"北京新纪房地产开发有限责任公司、北京双全房地产开发有限公司
北京城建亚泰建设集团有限公司
北京五环国际工程管理有限公司
北京市金索恒盾防护设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0067号,2022年06月16日,北京市人防工程监督站,通州区丁各庄公租房项目,"北京保障房中心有限公司
北京城乡建设集团有限责任公司
北京潞运建设工程监理有限责任公司
北京华龙兴昌人防工程防护设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0068号,2022年06月20日,北京市人防工程监督站,1号中试实验车间等6项（抗体药物研发及产业化（一期）项目）,"北京东方百泰生物科技有限公司
南通四建集团有限公司
北京新森智业工程咨询有限公司
北京宝源润达人防设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0069号,2022年06月17日,北京市人防工程监督站,东海花园二期项目（201#住宅楼等 16 项）,"北京海港房地产开发有限公司
南通建工集团股份有限公司
北京双圆工程咨询监理有限公司
北京铠钺防护科技有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0070号,2022年06月23日,北京市人防工程监督站,北京市门头沟区永定镇岢罗坨、秋坡、石佛村MC00-0500-0009、0010、0013地块R2二类居住用地项目（10-01＃住宅楼等14项）、（10-08＃住宅楼等7项）、（10-22＃地下车库）,"北京西元祥泰房地产开发有限公司
山西建筑工程集团有限公司
中国水利水电建设工程咨询北京有限公司
北京庄构人防设备厂",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0071号,2022年06月24日,北京市人防工程监督站,北京工商大学良乡校区二期新建工程（A座教学楼等2项）,"北京工商大学
北京建工集团有限责任公司
北京兴电国际工程管理有限公司
北京华龙兴昌人防工程防护设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0072号,2022年06月24日,北京市人防工程监督站,朝阳区大屯地区7号地项目,"北京华汇房地产开发中心
中建三局集团有限公司
北京时创工程项目管理有限责任公司
北京市金索恒盾防护设备有限公司",未发现违法违规行为,"魏喆
秋岳森",
京防质监检字[2022]第0073号,2022年06月29日,北京市人防工程监督站,1#公租房等8项,"北京丰泰置业有限公司
北京房修一建筑工程有限公司
北京市顺金盛建设工程监理有限责任公司
北京朝立新人防工程防护设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0074号,2022年06月27日,北京市人防工程监督站,丰台区南苑乡槐房村和新宫村1404-657等地块二类居住及基础教育用地（配建“公共租赁住房”）项目,"北京悦恒置业有限公司
中国建筑第八工程局有限公司
建研凯勃建设工程咨询有限公司
北京华龙兴昌人防工程防护设备有限公司",未发现违法违规行为,"高兴
程成",
京防质监检字[2022]第0075号,2022年06月30日,北京市人防工程监督站,北京积水潭医院回龙观院区二期扩建工程项目,"北京积水潭医院
北京城建集团有限责任公司
北京帕克国际工程咨询股份有限公司
北京华龙兴昌人防工程防护设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0076号,2022年06月30日,北京市人防工程监督站,大兴区旧宫东站F16地块西城区对接安置房项目,"北京广安融通置业有限公司
中国新兴建筑工程有限责任公司
北京五环国际工程管理有限公司
北京安德信人防设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0077号,2022年07月01日,北京市人防工程监督站,朝阳区东郊农场保障房ABCD地块（棚户区改造定向安置房）项目（A5#住宅及配套楼等9项）,"北京东方瑞平房地产开发有限公司
北京城建七建设工程有限公司
北京希地环球建设工程顾问有限公司
北京都宇设备制造有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0078号,2022年07月04日,北京市人防工程监督站,刘娘府综合改造定向安置房项目D区地下车库（刘娘府综合改造定向安置房项目）,"北京奥宸房地产开发有限公司
北京京石建业建设工程有限公司
北京建宇工程管理股份有限公司
北京中防恒立人防设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0079号,2022年07月04日,北京市人防工程监督站,景山学校通州校区建设工程（小学部等11项）地下车库,"北京市东城区教育委员会
中国新兴建筑工程有限责任公司
北京中建工程顾问有限公司
北京力擎人防设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0080号,2022年07月05日,北京市人防工程监督站,通州区两站一街E5、E6地块东城区旧城保护定向安置房项目（33#住宅楼（定向安置房）等4项）、(PT-15配套楼等4项),"北京正阳恒瑞置业公司
北京建工集团有限责任公司
建研凯勃建设工程咨询有限公司
北京国建标工程设备科技有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0081号,2022年07月05日,北京市人防工程监督站,马驹桥镇大白村安置楼项目地下车库,"北京市通州区马驹桥镇人民政府
北京神龙盛唐建筑集团有限公司
北京潞运建设工程监理服务中心
北京中防恒立人防设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0082号,2022年07月06日,北京市人防工程监督站,联想总部（北京）园区（1#研发楼等7项）1#研发楼,"联想（北京）有限公司
中建一局集团建设发展有限公司
北京双圆工程咨询监理有限公司
北京安德信人防设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0083号,2022年07月06日,北京市人防工程监督站,联想总部（北京）园区（2#研发楼等6项）2#研发楼,"联想（北京）有限公司
中建一局集团建设发展有限公司
北京双圆工程咨询监理有限公司
北京中防恒立人防设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0084号,2022年07月07日,北京市人防工程监督站,1号中试实验车间等6项（抗体药物研发及产业化（一期）项目）,"北京东方百泰生物科技有限公司
南通四建集团有限公司
北京新森智业工程咨询有限公司
北京宝源润达人防设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0085号,2022年07月07日,北京市人防工程监督站,大兴区西红门商业综合区四期项目（4B写字楼等5项）-1#地下车库,"北京兴创置地房地产开发有限公司
中建三局集团有限公司
北京建大京精大房工程管理有限公司
北京奥森通风空调有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0086号,2022年07月07日,北京市人防工程监督站,大兴区西红门商业综合区四期项目（4R商业等2项）-2#地下车库,"北京兴创置地房地产开发有限公司
中建三局集团有限公司
北京建大京精大房工程管理有限公司
北京奥森通风空调有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0087号,2022年07月08日,北京市人防工程监督站,北京东站货场铁路职工住房项目（6#-10#住宅楼、G4#- G6#配套楼、开闭站、P1#配套楼、3#地下车库）,"北京京铁房地产开发有限公司
中铁建工集团有限公司
中咨工程管理咨询有限公司
北京市金索恒盾防护设备有限公司",未发现违法违规行为,"魏喆
秋岳森",
京防质监检字[2022]第0088号,2022年07月08日,北京市人防工程监督站,朝阳区东郊农场保障房ABCD地块（棚户区改造定向安置房）项目（D1#住宅楼等5项）,"北京东方瑞平房地产开发有限公司
北京国际建设集团有限公司
北京康迪建设监理咨询有限公司
铠宏人防设备（北京）有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0089号,2022年07月08日,北京市人防工程监督站,昌平区沙河镇西沙屯南侧局部地块公共租赁住房项目,"北京金河水务建设集团有限公司
北京路鹏达市政建设有限责任公司
北京东方华太建设监理有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0090号,2022年07月11日,北京市人防工程监督站,朝阳区东郊农场保障房ABCD地块（棚户区改造定向安置房）项目（D2#住宅楼等11项）,"北京东方瑞平房地产开发有限公司
北京城建八建设发展有限责任公司
北京康迪建设监理咨询有限公司
铠宏人防设备（北京）有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0092号,2022年07月12日,北京市人防工程监督站,景山学校通州校区建设工程（小学部等11项）地下车库,"北京市东城区教育委员会
中国新兴建筑工程有限责任公司
北京中建工程顾问有限公司
北京力擎人防设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0093号,2022年07月14日,北京市人防工程监督站,2#楼等3项（通州新城0503街区万国家园项目）地下车库,"北京润锦房地产开发有限公司
中建二局第三建筑工程有限公司
北京帕克国际工程咨询股份有限公司
北京华予人防设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0094号,2022年07月14日,北京市人防工程监督站,通州口岸（YZ00-0606-0014 地块）F3 其他类多功能用地项目 （1#楼等9 项）,"北京北建通成国际物流有限公司
北京建工集团有限责任公司
北京新森智业工程咨询有限公司
北京华予人防设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0095号,2022年07月15日,北京市人防工程监督站,大兴区采育镇A-03-02地块商业金融项目,"北京兴创房地产开发有限公司
中天建设集团有限公司
北京正远监理咨询有限公司
北京都宇设备制造有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0096号,2022年07月15日,北京市人防工程监督站,北京信息科技大学新校区建设工程第三教学组团项目（综合办公楼等4项）车库出入口及人防出口,"北京信息科技大学
北京住总集团有限责任公司
中咨工程管理咨询有限公司
北京都宇设备制造有限公司",未发现违法违规行为,"高兴
程成",
京防质监检字[2022]第0097号,2022年07月18日,北京市人防工程监督站,实创医谷产业园（1#科研楼等24项）,"北京实创科技园开发建设股份有限公司
中建二局第三建筑工程有限公司
北京双圆工程咨询监理有限公司
北京鼎盾人防设备有限公司",未发现违法违规行为,"高兴
程成",
京防质监检字[2022]第0098号,2022年07月18日,北京市人防工程监督站,首都医科大学附属北京朝阳医院东院项目,"首都医科大学附属北京朝阳医院
北京建工集团有限责任公司
北京双圆工程咨询监理有限公司
北京铠钺防护科技有限公司",未发现违法违规行为,"魏喆
秋岳森",
京防质监检字[2022]第0099号,2022年07月20日,北京市人防工程监督站,中国中医科学院广安门医院大兴生物制药基地工程（生产制剂楼等2项）,"北京广安顺元医药有限公司
中国建筑第八工程局有限公司
中航大工程监理（北京）有限公司
北京市金索恒盾防护设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0100号,2022年07月21日,北京市人防工程监督站,海淀区“海淀北部地区整体开发”西北旺镇亮甲店村HD00-0404-0010、6015、6016、6003、6004地块A2文化设施用地、R2二类居住用地、F1住宅混合公建用地项目,"北京紫光科城科技发展有限公司
中国建筑第八工程局有限公司
北京中城建建设监理有限公司
北京国建标工程设备科技有限公司",未发现违法违规行为,"高兴
程成",
京防质监检字[2022]第0101号,2022年07月21日,北京市人防工程监督站,丰台区花乡樊家村劳动力安置用地项目,"北京华隆鼎业投资管理公司
北京建工四建工程建设有限公司
北京兴电国际工程管理有限公司
北京信成筑业防护设备科技有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0102号,2022年07月22日,北京市人防工程监督站,1#建筑等6项,"北京新润致远房地产开发有限公司
中铁建设集团有限公司
北京磐石建设监理有限责任公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0103号,2022年07月25日,北京市人防工程监督站,43#住宅楼等9项,"北京滨湖恒兴房地产开发有限公司
成都建工第八建筑工程有限公司
北京赛瑞斯国际工程咨询有限公司
北京力擎人防设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0104号,2022年07月25日,北京市人防工程监督站,丰台区卢沟桥南里4、5、6号地块棚改定向安置房项目,"北京京城置地有限公司
北京住总第四开发建设有限公司/北京城建亚泰建设集团有限公司
北京诺士诚国际工程项目管理有限公司/北京同发建设工程监理有限责任公司
北京鑫中昊科技股份有限公司",未发现违法违规行为,"程成
缪敬智",
京防质监检字[2022]第0105号,2022年07月27日,北京市人防工程监督站,通信生产楼,"中国联通集团北京市通信有限公司
北京六建集团有限责任公司
北京中外建工程管理有限公司
北京宝源润达人防设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0106号,2022年07月25日,北京市人防工程监督站,中国中医科学院广安门医院大兴生物制药基地工程（生产制剂楼等2项）,"北京广安顺元医药有限公司
中国建筑第八工程局有限公司
中航大工程监理（北京）有限公司
北京市金索恒盾防护设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0107号,2022年07月26日,北京市人防工程监督站,大兴区旧宫镇集贤地区旧村改造回迁安置房项目,"北京亦展置业有限公司
北京市第五建筑工程集团有限公司
北京正方建设监理有限责任公司
北京国建标工程设备科技有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0108号,2022年07月27日,北京市人防工程监督站,朝阳区东坝驹子房定向安置房（1#楼等70项）（J01社区卫生服务中心、J01人防出入口）,"北京市朝阳城市建设综合开发有限责任公司
北京市朝阳田华建筑集团公司
北京金海城工程管理有限公司
北京鑫中昊科技股份有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0109号,2022年07月27日,北京市人防工程监督站,朝阳区东郊农场保障房ABCD地块（棚户区改造定向安置房）项目（A5#住宅及配套楼等9项）,"北京东方瑞平房地产开发有限公司
北京城建七建设工程有限公司
北京希地环球建设工程顾问有限公司
北京都宇设备制造有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0110号,2022年07月28日,北京市人防工程监督站,房山区窦店镇山水汇豪苑住宅小区宗地七项目（1#住宅楼等5项）,"汇豪实业投资有限公司
陕西顺驰建工建设有限公司
北京诺士诚国际工程项目管理有限公司
北京铠钺防护科技有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0111号,2022年07月29日,北京市人防工程监督站,丰台区长辛店镇张郭庄村A区棚户区改造土地开发项目安置房工程三期,"北京中建方程投资管理有限公司
中国建筑股份有限公司
北京赛瑞斯国际工程咨询有限公司
北京华予人防设备有限公司",未发现违法违规行为,"高兴
程成",
京防质监检字[2022]第0112号,2022年07月29日,北京市人防工程监督站,丰台区王佐镇青龙湖地区FT00-0503-0053等地块R2类居住、B4综合性商业金融服务业、A61机构养老设施、A33基础教育、S4社会停车场用地项目（1#限价商品住宅楼等55项）,"北京青龙湖盛通房地产开发有限公司
中国建筑一局（集团）有限公司
北京赛瑞斯国际工程咨询有限公司
北京安德信人防设备有限公司",未发现违法违规行为,"高兴
程成",
京防质监检字[2022]第0113号,2022年08月03日,北京市人防工程监督站,北京十一学校中堂实验学校（教学行政楼等4项）,"北京市丰台区教育委员会
中国建筑第二工程局有限公司
北京希地环球建设工程顾问有限公司
北京都宇设备制造有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0114号,2022年08月04日,北京市人防工程监督站,未来科技城南区（岭上村）定向安置房项目（1#住宅楼等29项（农民回迁楼）等10项,"北京未来科学城发展集团有限公司
北京宏福建工集团有限公司
北京金海城工程管理有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0115号,2022年08月04日,北京市人防工程监督站,25#楼公共服务设施楼等4项（25#公共服务设施楼等2项）,"北京未来科学城发展集团有限公司
中铁建设集团有限公司
北京帕克国际工程咨询股份有限公司",未发现违法违规行为,"程成
缪敬智",
京防质监检字[2022]第0116号,2022年08月04日,北京市人防工程监督站,1#住宅楼等48项（未来科技城南区（鲁疃村）定向安置房项目）（1#住宅楼等19项）,"北京未来科学城发展集团有限公司
中铁建设集团有限公司
北京帕克国际工程咨询股份有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0117号,2022年08月04日,北京市人防工程监督站,未来科技城南区（北七家村）定向安置房项目（1#住宅楼（农民回迁楼）等16项,"北京未来科学城发展集团有限公司
江苏南通三建集团股份有限公司
北京金海城工程管理有限公司",未发现违法违规行为,"程成
缪敬智",
京防质监检字[2022]第0118号,2022年08月08日,北京市人防工程监督站,湖南投资大厦（酒店及办公楼）酒店及办公楼,"湖南省国际工程咨询中心有限公司
中建一局集团建设发展有限公司
北京方正建设工程管理有限公司
北京宝源润达人防设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0119号,2022年08月11日,北京市人防工程监督站,人民日报社百子湾职工住宅项目（不含土护降）,"人民日报社
中建三局集团有限公司
北京华城工程管理咨询有限公司
铠宏人防设备（北京）有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0120号,2022年08月12日,北京市人防工程监督站,朝阳区平房乡新村定福家园（B-2#住宅楼）、朝阳区平房乡新村三期农民安置房项目（B-3#住宅楼地下部分）、朝阳区平房乡新村三期农民安置房项目（B-3住宅楼（地上部分））,"北京市聚鑫城房地产开发有限责任公司、北京城建房地产开发有限公司
北京城建北方集团有限公司
北京中景恒基工程管理有限公司
北京国建标工程设备科技有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0121号,2022年08月15日,北京市人防工程监督站,香山一期安置房项目A地块地下车库,"北京香山旅游文化发展有限公司
华北建设集团有限公司
北京方正建设工程管理有限公司
北京宝源润达人防设备有限公司",未发现违法违规行为,"高兴
程成",
京防质监检字[2022]第0122号,2022年08月16日,北京市人防工程监督站,1#住宅楼等44项（19#--21#住宅楼、23#--25#住宅楼、27#--39#住宅楼、40-a#住宅楼、40-b#配套楼、41#住宅楼、地面附属用房 A（门房）、地下车库-A）,"北京滨湖恒兴房地产开发有限公司
河北建设集团股份有限公司
北京赛瑞斯国际工程咨询有限公司
北京南兴益源人防设备厂",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0123号,2022年08月16日,北京市人防工程监督站,1#住宅楼等44项（1#--18#住宅楼、地面附属用房B（门房）、地下车库-A）,"北京滨湖恒兴房地产开发有限公司
成都建工第八建筑工程有限公司
北京赛瑞斯国际工程咨询有限公司
北京南兴益源设备安装工程有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0124号,2022年08月17日,北京市人防工程监督站,1#楼等3项（中国农业科技国际交流中心）,"中国农业科学院-北京建昊宏基房地产开发有限公司-（中国农业科学院）
中铁建设集团有限公司
中外建工程设计与顾问有限公司
北京华龙兴昌人防工程防护设备有限公司",未发现违法违规行为,程成,
京防质监检字[2022]第0125号,2022年08月17日,北京市人防工程监督站,草桥村公建项目（1#办公楼等4项）,"北京草桥实业总公司
江苏省建筑工程集团有限公司
中科金石（北京）工程咨询有限公司
北京华龙兴昌人防工程防护设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0126号,2022年08月22日,北京市人防工程监督站,2-3#住宅楼、2-4住宅楼及配套楼、地下车库A区（豆各庄3、4号地通惠灌渠西侧地块东城区旧城保护定向安置房项目）,"北京佳源投资经营有限责任公司
北京东兴建设有限责任公司
北京磐石建设监理有限责任公司
北京信成筑业防护设备科技有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0127号,2022年08月23日,北京市人防工程监督站,丰台区城乡一体化槐房村新宫村旧村改造二期NY-016等地块B4综合性商业金融服务业用地、F3其他类多功能用地、R2二类居住用地项目（1#办公楼等13项）,"北京南悦房地产开发有限公司
中建三局集团有限公司
北京帕克国际工程咨询股份有限公司
北京华予人防设备有限公司",未发现违法违规行为,"程成
缪敬智",
京防质监检字[2022]第0128号,2022年08月15日,北京市人防工程监督站,刘娘府综合改造定向安置房项目D区地下车库（刘娘府综合改造定向安置房项目）,"北京奥宸房地产开发有限公司
北京京石建业建设工程有限公司
北京市曙晨工程建设监理有限责任公司
北京中防恒立人防设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0129号,2022年08月23日,北京市人防工程监督站,通州口岸（YZ00-0606-0014 地块）F3 其他类多功能用地项目 （1#楼等9 项）,"北京北建通成国际物流有限公司
北京建工集团有限责任公司
北京新森智业工程咨询有限公司
北京华予人防设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0130号,2022年08月24日,北京市人防工程监督站,通州区东方厂周边棚户区改造安置房项目一标段,"北京城市副中心投资建设集团有限公司
北京城建集团有限责任公司
北京华城工程管理咨询有限公司
北京安德信人防设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0131号,2022年08月24日,北京市人防工程监督站,通州区东方厂周边棚户区改造安置房项目五标段,"北京城市副中心投资建设集团有限公司
中国建筑第五工程局有限公司
中咨工程管理咨询有限公司
北京力拓铭达机电安装工程有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0132号,2022年08月25日,北京市人防工程监督站,新建门急诊医技大楼,"首钢集团有限公司
北京首钢建设集团有限公司
北京诚信工程监理有限公司
北京国建标工程设备科技有限公司",未发现违法违规行为,"高兴
程成",
京防质监检字[2022]第0133号,2022年08月26日,北京市人防工程监督站,北京国际雕塑公园改造及配套管理用房、北京雕塑园地下文化娱乐中心项目,"北京物美置地房地产开发有限公司
北京城建十建设工程有限公司
北京兴电国际工程管理有限公司
北京华予人防设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0134号,2022年08月26日,北京市人防工程监督站,商业办公楼-办公楼A座等7项,"北京永源兴置业有限公司
中国建筑第五工程局有限公司
北京中城建建设监理有限公司
北京华龙兴昌人防工程防护设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0135号,2022年08月29日,北京市人防工程监督站,1#楼等3项（中国农业科技国际交流中心）,"中国农业科学院-北京建昊宏基房地产开发有限公司-（中国农业科学院）
中铁建设集团有限公司
中外建工程设计与顾问有限公司
北京华龙兴昌人防工程防护设备有限公司",未发现违法违规行为,"程成
缪敬智",
京防质监检字[2022]第0136号,2022年08月29日,北京市人防工程监督站,养老机构等2项（北京市丰台区花乡樊家村危改6号、12号、2号二类居住、机构养老设施、医疗卫生、幼托及中学用地（配建“公共租赁住房”）项目）,"北京唯逸房地产开发有限公司
中国葛洲坝集团建设工程有限公司
北京中城建建设监理有限公司
北京华予人防设备有限公司",未发现违法违规行为,"程成
缪敬智",
京防质监检字[2022]第0137号,2022年08月29日,北京市人防工程监督站,延庆区南辛堡村、民主村、百眼泉村棚户区改造项目07地块安置房项目（7-1#住宅等32项），延庆区南辛堡村、民主村、百眼泉村棚户区改造项目09地块安置房项目（9-1#住宅楼等20项）,"北京建延房地产开发有限公司
中建八局第二建设有限公司
北京方恒基业工程咨询有限公司
北京都宇设备安装工程有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0139号,2022年08月31日,北京市人防工程监督站,香山一期安置房项目B地块地下车库,"北京香山旅游文化发展有限公司
北京六建集团有限责任公司
北京方正建设工程管理有限公司",未发现违法违规行为,,
京防质监检字[2022]第0140号,2022年08月31日,北京市人防工程监督站,中关村生命科学园三期及“北四村”棚户区改造和环境整治安置房项目B组团工程,"北京中关村生物医学产业投资发展有限公司
北京住总第三开发建设有限公司
北京京龙工程项目管理有限公司",未发现违法违规行为,,
京防质监检字[2022]第0138号,2022年09月01日,北京市人防工程监督站,朝阳区和平街14区简易住宅楼改造项目(1#住宅楼等7项、4#幼儿园教学楼等2项）,"北京房地集团有限公司
北京首华建设经营有限公司
北京中联环建设工程管理有限公司
北京中防恒立人防设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0141号,2022年09月01日,北京市人防工程监督站,海淀区“海淀北部地区整体开发”西北旺镇亮甲店村HD00-0404-0010、6015、6016、6003、6004地块A2文化设施用地、R2二类居住用地、F1住宅混合公建用地项目,"北京紫光科城科技发展有限公司
北京市第三建筑工程有限公司
北京中城建建设监理有限公司
北京中防恒立人防设备有限公司",未发现违法违规行为,"高兴
沈小燕",
京防质监检字[2022]第0142号,2022年09月02日,北京市人防工程监督站,通州区通州新城0204街区TZ00-0024-0006、0007地块R2二类居住用地项目(11#住宅楼等16项),"北京首开新奥置业有限公司
北京住总第三开发建设有限公司
