证书编号,项目名称,建设单位,建设位置,核发日期
2019规自（朝）建字0041号,朝阳区将台乡1016-030地块R2二类居住用地、1016-033地块F2公建混合住宅用地项目（18#办公楼）,中交世茂（北京）置业有限公司,朝阳区朝阳区将台乡驼房营村,2019-09-06
2019规自建字0058号,首钢生物质能源项目（焚烧厂房等18项）,北京首钢生物质能源科技有限公司,门头沟区潭柘寺镇鲁家滩村南,2019-09-06
2019规自（平）建字0010号,平谷区府前街旧城棚户区改造项目（一期）（B-1#回迁住宅等9项）,北京城谷恒泰房地产开发有限公司,平谷区府前街,2019-09-05
2019规自（平）建字0009号,平谷区府前街旧城棚户区改造项目（一期）（A-1#住宅等8项）,北京城谷恒泰房地产开发有限公司,平谷区府前街,2019-09-05
2019规自（朝）建字0040号,北京电子城IT产业园电子工业厂房项目（D3厂房（高新技术产业用房））,北京电子城有限责任公司,朝阳区酒仙桥,2019-09-05
2019规自（顺）建字0058号,中国民航机场建设集团公司设计科研综合楼项目（设计科研综合楼等5项）,中国民航机场建设集团有限公司,顺义区天竺镇顺义新城第27街区二纬路南侧,2019-09-05
2019规自（丰）建字0026号,万泉寺北路10号院4号楼加建项目（京津冀协同发展服务用房）,北京麒瑞房地产开发有限公司,丰台区万泉寺北路,2019-09-05
2019规（开）建字0051号,环保类危险废物存放间,利乐包装（北京）有限公司,亦庄开发区74M2地块,2019-09-05
2019规自（通）建字0102号,智能制造机器人工业自动化生产及研发基地项目（2#厂房等4项）,北京嘉通信瑞科技有限公司,通州区中关村科技园区通州园金桥科技产业基地景盛北一街12号,2019-09-05
2019规自（东）建字0036号,翻改建1号房屋（现北房）等4项,吕永晓、吕琦、赵云慧,东城区北沟沿胡同3号,2019-09-04
2019规自（大）乡建字0022号,C12号商业加层（底层通道）,北京中科电商谷商业管理有限公司,大兴区旧宫镇南街村镇南街村,2019-09-04
2019规自（密）建字0013号,密云区密云镇长安街1号7号楼地块重建商业用房项目（7-1#商业楼等3项）,北京市渔阳天泰房地产开发有限公司,密云区密云镇长安街1号,2019-09-04
2019规自（朝）建字0039号,豆各庄3、4号地通惠灌渠西侧地块东城区旧城保护定向安置房项目（2-1#住宅楼等12项）,北京佳源投资经营有限责任公司,朝阳区豆各庄乡,2019-09-04
2019规自（西）建字0062号,北京小学广内分校围墙翻建工程（围墙）,北京市西城区教育委员会,西城区广义街2号,2019-09-04
2019规自（顺）建字0058号,中国民航机场建设集团公司设计科研综合楼项目（设计科研综合楼等5项）,中国民航机场建设集团有限公司,顺义区天竺镇27街区二纬路南侧第27街区二纬路南侧原首都机场2号航站楼东侧,2019-09-04
2019规自（朝）建字0040号,北京电子城IT产业园电子工业厂房项目（D3厂房（高新技术产业用房））,北京电子城有限责任公司,朝阳区酒仙桥,2019-09-04
2019规自（平）建字0009号,平谷区府前街旧城棚户区改造项目（一期）（A-1#住宅等8项）,北京城谷恒泰房地产开发有限公司,平谷区府前街,2019-09-04
2019规自（平）建字0010号,平谷区府前街旧城棚户区改造项目（一期）（B-1#回迁住宅等9项）,北京城谷恒泰房地产开发有限公司,平谷区府前街,2019-09-04
2019规自建字0043号,北京新机场（站房等3项）,中航油空港（北京）石油有限公司,大兴区大兴区礼贤镇,2019-09-03
2019规自建字0045号,北京新机场（站房（陆侧）等4项）,中航油空港（北京）石油有限公司,大兴区礼贤镇,2019-09-03
2019规自建字0039号,气象综合探测场,中国民用航空华北地区空中交通管理局,大兴区,2019-09-03
2019规自建字0056号,北京新机场工程（粗格栅及进水泵房等18项）,首都机场集团公司,大兴区礼贤乡,2019-09-03
2019规自建字0051号,北京新机场工程（空防安保培训中心A区（科研培训教学楼）等3项）,首都机场集团公司,大兴区,2019-09-03
2019规自建字0030号,北京新机场工程（航站楼及换乘中心）,首都机场集团公司,大兴区,2019-09-03
2019规自建字0055号,北京新机场工程（主厂房等11项）,首都机场集团公司,大兴区,2019-09-03
2019规自建字0026号,北京新机场（停车楼）,首都机场集团公司,大兴区,2019-09-03
2019规自建字0052号,北京新机场工程（1#办公、备勤楼等5项）,首都机场集团公司,大兴区,2019-09-03
2019规自建字0040号,北京新机场工程（综合服务楼工程）,首都机场集团公司,大兴区,2019-09-03
2019规自建字0024号,北京新机场（生产维修站房等4项）,首都机场集团公司,大兴区,2019-09-03
2019规自建字0029号,北京新机场（1#特种车辆车库及各类库房等4项）,首都机场集团公司,大兴区,2019-09-03
2019规自建字0032号,北京新机场（急救病房及后勤用房）,首都机场集团公司,大兴区,2019-09-03
2019规自建字0028号,北京新机场（地源热泵2号站等2项）,首都机场集团公司,大兴区,2019-09-03
2019规自建字0027号,北京新机场（1-A# ITC办公楼等6项）,首都机场集团公司,大兴区,2019-09-03
2019规自建字0037号,北京新机场（西塔台工程）,中国民用航空华北地区空中交通管理局,大兴区榆垡镇 ,2019-09-03
2019规自建字0038号,北京新机场（综合业务楼等3项）,中国民用航空华北地区空中交通管理局,大兴区榆垡镇 礼贤镇,2019-09-03
2019规自建字0036号,北京新机场（门诊楼等3项）,首都机场集团公司,大兴区,2019-09-03
2019规自建字0046号,北京新机场（站房等3项）,中航油空港（北京）石油有限公司,大兴区大兴区礼贤镇,2019-09-03
2019规自建字0031号,北京新机场南航基地项目（车辆维修用房等5项）,中国南方航空股份有限公司,大兴区礼贤镇,2019-09-03
2019规自建字0050号,北京新机场工程（1#办公综合楼等4项）,首都机场集团公司,大兴区,2019-09-03
2019规自建字0049号,北京新机场工程（国内货运站等30项）,首都机场集团公司,北京市大兴区 廊坊市,2019-09-03
2019规自建字0042号,北京新机场工程（制冷站）,首都机场集团公司,大兴区,2019-09-03
2019规自建字0041号,北京新机场（配餐楼等4项）,首都机场集团公司,大兴区,2019-09-03
2019规自建字0057号,北京新机场工程（综合管理楼等7项）,首都机场集团公司,大兴区,2019-09-03
2019规自建字0048号,北京新机场工程（业务楼等6项）,中航油（北京）机场航空油料有限责任公司,大兴区,2019-09-03
2019规自建字0047号,北京新机场工程（业务用房等4项）,中航油（北京）机场航空油料有限责任公司,大兴区,2019-09-03
2019规自建字0044号,北京新机场东航基地项目（1#配餐楼等12项）,中国东方航空股份有限公司,大兴区,2019-09-03
2019规自（西）建字0060号,北昆国际文化艺术中心项目（文化艺术中心（非营利性公共文化设施）等3项）,北方昆曲剧院,西城区陶然亭路14号,2019-09-03
2019规（开）建字0050号,北京急救中心直属亦庄分中心建设工程（急救中心主楼等3项）,北京经济技术开发区基建办公室,北京经济技术开发区核心区67A1地块,2019-09-03
2019规自（顺）建字0057号,北京市顺义区顺义新城牛栏山组团一级开发项目17-11-07地块（南侧）R2二类居住用地项目（705#住宅楼）,"北京颐景房地产开发有限公司
(北京颐景房地产开发有限公司)",顺义区北京市顺义区牛栏山镇顺义新城第17街区 ,2019-09-03
2019规自建字0025号,北京新机场（1#特种车辆维修车库等4项）,首都机场集团公司,大兴区,2019-09-03
2019规自（海）建字0056号,新馨苑居住区646地块公租房及配套工程（3#住宅楼等21项）,中央国家机关公务员住宅建设服务中心,海淀区建材城西路16号,2019-09-03
2019规自（西）建字0061号,北昆国际文化艺术中心回迁住宅楼项目（1#楼等3项）,北方昆曲剧院,西城区陶然亭路14号,2019-09-03
2019规自（朝）建字0039号,豆各庄3、4号地通惠灌渠西侧地块东城区旧城保护定向安置房项目（2-1#住宅楼等12项）,北京佳源投资经营有限责任公司,朝阳区豆各庄乡,2019-09-03
2019规自（密）建字0013号,密云区密云镇长安街1号7号楼地块重建商业用房项目（7-1#商业楼等3项）,北京市渔阳天泰房地产开发有限公司,密云区密云镇长安1号,2019-09-03
2019规自（东）建字0036号,翻改建1号房屋（现北房）等4项,吕永晓、吕琦、赵云慧,东城区北沟沿胡同3号,2019-09-03
2019规自（西）建字0062号,北京小学广内分校围墙翻建工程（围墙）,北京市西城区教育委员会,西城区广义街2号,2019-09-03
2019规自（大）乡建字0022号,C12号商业加层（底层通道）,北京中科电商谷商业管理有限公司,大兴区旧宫镇南街村镇南街村,2019-09-03
2019规自建字0021号,轨道交通新机场线一期及地铁19号线一期草桥站附属工程（E出入口、1号无障碍出入口、2号无障碍出入口等34项）,北京轨道交通新机场线投资有限责任公司,丰台区镇国寺北街与京开高速公路相交路口,2019-09-02
2019规自建字0022号,轨道交通新机场线一期北航站楼站主体及附属（轨道交通新机场线一期车站主体等13项）,北京轨道交通新机场线投资有限责任公司,大兴区大兴国际机场北航站楼,2019-09-02
2019规自（昌）建字0035号,北京生命科学研究所扩建工程项目（综合服务楼等2项）,北京生命科学研究所,昌平区回龙观镇中关村生命科学园,2019-09-02
2019规自（房）建字0038号,北京市房山区青龙湖镇FS16-0201-0013地块R2二类居住用地项目（1#住宅楼）,北京金地兴远房地产开发有限公司,房山区青龙湖镇,2019-09-02
2019规自（房）建字0037号,房山区河北镇中心幼儿园（教学楼等4项）,北京市房山区河北镇人民政府,房山区房山区河北镇磁家务村,2019-09-02
2019规自（顺）建字0056号,顺义区顺义新城第13街区SY00-0013-6022等地块R2二类居住用地、A61机构养老用地、A33基础教育用地项目（A-2#住宅楼等24项）,北京新城金郡房地产开发有限公司,顺义区顺义新城第13街区,2019-08-30
2019规自（西）建字0059号,菜园街及枣林南里棚户区改造项目（18#住宅）,北京广安融盛投资有限公司,西城区菜园街,2019-08-30
2019规自（顺）建字0055号,138号住宅楼,郭晓云,顺义区波特兰花园138号楼1层138,2019-08-30
2019规自（东）建字0035号,翻改建1号房屋等2项,彭隽峰、傅德华,东城区小菊胡同2号院,2019-08-30
2019规自（海）建字0055号,北部农村地区大牛坊安置房永丰G地块HD00-0401-0060地块幼儿园项目（幼儿园主楼等3项）,北京实创科技园开发建设股份有限公司,海淀区永丰G地块HD00-0401-0060地块,2019-08-30
2019规自（房）建字0037号,房山区河北镇中心幼儿园（教学楼等4项）,北京市房山区河北镇人民政府,房山区房山区河北镇磁家务村,2019-08-30
2019规自（房）建字0038号,北京市房山区青龙湖镇FS16-0201-0013地块R2二类居住用地项目（1#住宅楼）,北京金地兴远房地产开发有限公司,房山区青龙湖镇中心区,2019-08-30
2019规自（昌）建字0035号,北京生命科学研究所扩建工程项目（综合服务楼等2项）,北京生命科学研究所,昌平区中关村生命科学园,2019-08-30
2019规自（朝）建字0037号,朝阳区东坝乡单店村1108-006地块R2二类居住用地项目（1#住宅楼等19项）,北京建恒润和房地产开发有限公司,朝阳区东坝乡单店村,2019-08-29
2019规自（西）建字0059号,菜园街及枣林南里棚户区改造项目（18#住宅）,北京广安融盛投资有限公司,西城区菜园街,2019-08-29
2019规自（顺）建字0056号,A-2#楼等24项,北京新城金郡房地产开发有限公司,顺义区顺义新城第13街区,2019-08-29
