丰台区应急管理局执法检查公示目录（第三季度6月24日-9月30日）,,,,,,
序号,被检查单位名称,检查日期,执法检查单编号,检查方式是否双随机,检查结论,检查部门
756,北京鲜希争鸣果品店,44824,(京丰)应急现记〔2022〕执01688号,否,合格,区应急管理局
757,北京宝泽行汽车销售服务有限公司,44825,(京丰)应急现记〔2022〕执01701号,否,合格,区应急管理局
758,北京市修福记深州老烧鸡店,44825,(京丰)应急现记〔2022〕执01728号,否,合格,区应急管理局
759,北京中海物业管理有限公司,44825,(京丰)应急现记〔2022〕执01692号,否,不合格（复查以后合格）,区应急管理局
760,北京无极照明经营店,44825,(京丰)应急现记〔2022〕执01706号,否,合格,区应急管理局
761,北京德邦货运代理有限公司丰台正阳大街分公司,44825,(京丰)应急现记〔2022〕执01727号,否,合格,区应急管理局
762,北京鹏盛垣商贸有限公司,44825,(京丰)应急现记〔2022〕执01726号,否,合格,区应急管理局
763,涞水县玉秋家具厂,44825,(京丰)应急现记〔2022〕执01714号,否,合格,区应急管理局
764,北京鑫远恒源商贸有限公司,44825,(京丰)应急现记〔2022〕执01724号,否,合格,区应急管理局
765,北京佳旺木坊商贸中心,44825,(京丰)应急现记〔2022〕执01708号,否,合格,区应急管理局
766,北京浩宇玻璃商店,44825,(京丰)应急现记〔2022〕执01710号,否,合格,区应急管理局
767,北京刘兴志家具店,44825,(京丰)应急现记〔2022〕执01707号,否,合格,区应急管理局
768,北京攀步达荣商贸有限公司,44825,(京丰)应急现记〔2022〕执01713号,否,合格,区应急管理局
769,北京京铁火车头混凝土有限公司,44825,(京丰)应急现记〔2022〕执01698号,否,合格,区应急管理局
770,北京福香源食品有限公司,44825,(京丰)应急现记〔2022〕执01695号,否,合格,区应急管理局
771,北京滇南春风里餐饮有限公司,44825,(京丰)应急现记〔2022〕执01693号,否,不合格（复查以后合格）,区应急管理局
772,北京时跃虹腾建材部,44825,(京丰)应急现记〔2022〕执01721号,否,合格,区应急管理局
773,北京昊昊灯饰商店,44825,(京丰)应急现记〔2022〕执01705号,否,合格,区应急管理局
774,北京玉蓉轩健身中心,44825,(京丰)应急现记〔2022〕执01729号,否,合格,区应急管理局
775,北京鑫东华腾体育器械有限公司,44825,(京丰)应急现记〔2022〕执01697号,否,合格,区应急管理局
776,北京鸿盛兴旺汽车技术服务有限公司,44825,(京丰)应急现记〔2022〕执01761号,否,合格,区应急管理局
777,北京市宏泰祥顺卫浴商店,44825,(京丰)应急现记〔2022〕执01723号,否,合格,区应急管理局
778,北京铭鑫源建材经营部,44825,(京丰)应急现记〔2022〕执01715号,否,合格,区应急管理局
779,北京杜家坎福源建材商店,44825,(京丰)应急现记〔2022〕执01718号,否,合格,区应急管理局
780,北京欧亿优品家居有限公司,44825,(京丰)应急现记〔2022〕执01730号,否,合格,区应急管理局
781,北京博大新盛商贸有限责任公司,44825,(京丰)应急现记〔2022〕执01704号,否,合格,区应急管理局
782,北京惠雅帆顺商贸有限公司,44825,(京丰)应急现记〔2022〕执01720号,否,合格,区应急管理局
783,北京米约书亚商贸中心,44825,(京丰)应急现记〔2022〕执01709号,否,合格,区应急管理局
784,北京金磊鑫源商贸部,44825,(京丰)应急现记〔2022〕执01699号,否,合格,区应急管理局
785,北京乔士雅橱柜营销店,44825,(京丰)应急现记〔2022〕执01722号,否,合格,区应急管理局
786,天津鸿瑞家具,44825,(京丰)应急现记〔2022〕执01711号,否,合格,区应急管理局
787,北京昊博瑞佳地板营销店,44825,(京丰)应急现记〔2022〕执01700号,否,合格,区应急管理局
788,北京凯达伟业商贸中心,44825,(京丰)应急现记〔2022〕执01717号,否,合格,区应急管理局
789,北京久盛鑫建材营业部,44825,(京丰)应急现记〔2022〕执01716号,否,合格,区应急管理局
790,北京友谊诺装饰材料营业部,44825,(京丰)应急现记〔2022〕执01703号,否,合格,区应急管理局
791,北京诚丰建材制品有限公司,44825,(京丰)应急现记〔2022〕执01696号,否,合格,区应急管理局
792,北京佳华五金建材营业部,44825,(京丰)应急现记〔2022〕执01719号,否,合格,区应急管理局
793,北京元六鸿远电子科技股份有限公司,44825,(京丰)应急现记〔2022〕执01694号,否,合格,区应急管理局
794,北京骏鹏千居商贸有限公司,44825,(京丰)应急现记〔2022〕执01702号,否,合格,区应急管理局
795,北京斯维姆贝贝母婴用品有限责任公司,44825,(京丰)应急现记〔2022〕执01725号,否,合格,区应急管理局
796,北京市侨园饭店,44826,(京丰)应急现记〔2022〕执01758号,否,合格,区应急管理局
797,汉堡王（北京）餐饮管理有限公司南四环西路分公司,44826,(京丰)应急现记〔2022〕执01755号,否,合格,区应急管理局
798,北京鑫隆康价药店,44826,(京丰)应急现记〔2022〕执01743号,否,合格,区应急管理局
799,北京耀莱腾龙国际影城管理有限公司花乡分公司,44826,(京丰)应急现记〔2022〕执01756号,否,合格,区应急管理局
800,北京赛尔奥特莱斯商业广场有限公司,44826,(京丰)应急现记〔2022〕执01762号,否,合格,区应急管理局
801,北京耀莱腾龙国际影城管理有限公司花乡分公司,44826,(京丰)应急现记〔2022〕执01757号,否,合格,区应急管理局
802,北京好运宝亦石油制品商店,44826,(京丰)应急现记〔2022〕执01771号,否,合格,区应急管理局
803,北京倪庄鑫马加油站,44826,(京丰)应急现记〔2022〕执01751号,否,合格,区应急管理局
804,绿影（北京）文化传媒有限责任公司,44826,(京丰)应急现记〔2022〕执01739号,否,合格,区应急管理局
805,北京新族西饼蛋糕房,44826,(京丰)应急现记〔2022〕执01741号,否,合格,区应急管理局
806,北京美食快充餐饮管理有限责任公司丰台餐饮分公司,44826,(京丰)应急现记〔2022〕执01774号,否,合格,区应急管理局
807,汉堡王（北京）餐饮管理有限公司南四环西路分公司,44826,(京丰)应急现记〔2022〕执01754号,否,合格,区应急管理局
808,北京赛尔奥特莱斯商业广场有限公司,44826,(京丰)应急现记〔2022〕执01732号,否,合格,区应急管理局
809,中国石化销售股份有限公司北京丰台成寿寺加油站,44826,(京丰)应急现记〔2022〕执01752号,否,合格,区应急管理局
810,北京清和轩茶艺馆,44826,(京丰)应急现记〔2022〕执01738号,否,合格,区应急管理局
811,北京鼎汇餐饮有限公司,44826,(京丰)应急现记〔2022〕执01760号,否,合格,区应急管理局
812,北京好运油料供应有限公司分钟寺加油站,44826,(京丰)应急现记〔2022〕执01753号,否,合格,区应急管理局
813,北京美食快充餐饮管理有限责任公司丰台餐饮分公司,44826,(京丰)应急现记〔2022〕执01775号,否,合格,区应急管理局
814,北京万鑫同创物业管理有限公司,44826,(京丰)应急现记〔2022〕执01731号,否,合格,区应急管理局
815,北京赛尔奥特莱斯商业广场有限公司,44826,(京丰)应急现记〔2022〕执01763号,否,合格,区应急管理局
816,北京金乐客餐饮中心,44826,(京丰)应急现记〔2022〕执01744号,否,合格,区应急管理局
817,北京鼎汇餐饮有限公司,44826,(京丰)应急现记〔2022〕执01759号,否,合格,区应急管理局
818,北京安沫餐饮有限公司,44826,(京丰)应急现记〔2022〕执01737号,否,合格,区应急管理局
819,北京金泰恒业燃料有限公司加油站,44826,(京丰)应急现记〔2022〕执01770号,否,合格,区应急管理局
820,北京羽洁餐饮管理有限公司,44826,(京丰)应急现记〔2022〕执01772号,否,合格,区应急管理局
821,北京羽洁餐饮管理有限公司,44826,(京丰)应急现记〔2022〕执01773号,否,合格,区应急管理局
822,中国石化销售股份有限公司北京丰台台金加油站,44826,(京丰)应急现记〔2022〕执01769号,否,合格,区应急管理局
823,北京宝瑞通盛达科技发展有限公司丰台分公司,44827,(京丰)应急现记〔2022〕执01779号,否,合格,区应急管理局
824,北京辣之本源餐饮有限公司,44827,(京丰)应急现记〔2022〕执01778号,否,合格,区应急管理局
825,北京黄记长兴小吃店,44827,(京丰)应急现记〔2022〕执01781号,否,合格,区应急管理局
826,北京鹏城源商贸有限公司,44827,(京丰)应急现记〔2022〕执01777号,否,合格,区应急管理局
827,北京新世纪青年餐饮管理有限公司丰台二分公司,44827,(京丰)应急现记〔2022〕执01784号,否,合格,区应急管理局
828,北京雷音电子技术开发有限公司,44827,(京丰)应急现记〔2022〕执01783号,否,合格,区应急管理局
829,北京环耀晟世汽车销售有限公司,44827,(京丰)应急现记〔2022〕执01776号,否,合格,区应急管理局
830,北京合欣机电有限责任公司,44827,(京丰)应急现记〔2022〕执01782号,否,合格,区应急管理局
831,北京蓝色恬麦面包店,44827,(京丰)应急现记〔2022〕执01780号,否,合格,区应急管理局
832,北京麦达人餐饮管理有限公司北京二十一分公司,44828,(京丰)应急现记〔2022〕执01788号,否,合格,区应急管理局
833,西藏绿茶餐饮管理有限公司丰台第三分公司,44828,(京丰)应急现记〔2022〕执01786号,否,合格,区应急管理局
834,八十五度（北京）餐饮管理有限公司蒲黄榆餐饮分公司,44828,(京丰)应急现记〔2022〕执01787号,否,合格,区应急管理局
835,云海肴（北京）餐饮管理有限公司蒲方路店,44828,(京丰)应急现记〔2022〕执01785号,否,合格,区应急管理局
836,北京中海物业管理有限公司丰台分公司,44830,(京丰)应急现记〔2022〕执01800号,否,合格,区应急管理局
837,北京开源福兴商贸有限公司,44830,(京丰)应急现记〔2022〕执01799号,否,合格,区应急管理局
838,北京广富恒商贸有限公司,44830,(京丰)应急现记〔2022〕执01798号,否,合格,区应急管理局
839,北京惠时达安科技有限公司,44830,(京丰)应急现记〔2022〕执01792号,否,合格,区应急管理局
840,北京永辉超市有限公司丰台靛厂路分公司,44830,(京丰)应急现记〔2022〕执01789号,否,合格,区应急管理局
841,北京盛世兄弟汽车租赁有限公司,44830,(京丰)应急现记〔2022〕执01794号,否,合格,区应急管理局
842,扑厚大有(北京)科技有限公司,44830,(京丰)应急现记〔2022〕执01797号,否,合格,区应急管理局
843,北京思联博通科技有限公司,44830,(京丰)应急现记〔2022〕执01790号,否,合格,区应急管理局
844,北京艾拉科技有限公司,44830,(京丰)应急现记〔2022〕执01791号,否,合格,区应急管理局
845,北京金源利来彩色印刷设计有限公司,44830,(京丰)应急现记〔2022〕执01795号,否,合格,区应急管理局
846,北京利丰缘商贸有限公司,44830,(京丰)应急现记〔2022〕执01796号,否,合格,区应急管理局
847,北京富恒禄酒店用品有限公司,44830,(京丰)应急现记〔2022〕执01802号,否,合格,区应急管理局
848,北京荣茂轩商贸有限公司,44830,(京丰)应急现记〔2022〕执01801号,否,合格,区应急管理局
849,北京众康泰健年大药房有限公司,44831,(京丰)应急现记〔2022〕执01848号,否,合格,区应急管理局
850,北京六意文化发展有限公司,44831,(京丰)应急现记〔2022〕执01828号,否,合格,区应急管理局
851,北京明军鸿昌五金建材商店,44831,(京丰)应急现记〔2022〕执01822号,否,合格,区应急管理局
852,北京卓晟建筑装饰工程有限公司,44831,(京丰)应急现记〔2022〕执01808号,否,合格,区应急管理局
853,北京英明立业五金建材供应中心,44831,(京丰)应急现记〔2022〕执01813号,否,合格,区应急管理局
854,北京盛世开元物业管理有限公司第一分公司,44831,(京丰)应急现记〔2022〕执02334号,否,不合格（复查以后合格）,区应急管理局
855,北京北信丰元铁路电子设备有限公司,44831,(京丰)应急现记〔2022〕执01803号,否,合格,区应急管理局
856,北京冀清阳荣服饰销售中心,44831,(京丰)应急现记〔2022〕执01804号,否,合格,区应急管理局
857,环安生物技术服务有限公司,44831,(京丰)应急现记〔2022〕执01831号,否,合格,区应急管理局
858,北京泽浦沃德环保有限公司,44831,(京丰)应急现记〔2022〕执01845号,否,合格,区应急管理局
859,北京新元祥盛餐饮有限公司,44831,(京丰)应急现记〔2022〕执01837号,否,合格,区应急管理局
860,北京市丰台区颐康养老照护中心,44831,(京丰)应急现记〔2022〕执01847号,否,合格,区应急管理局
861,北京盛有机电五金商店,44831,(京丰)应急现记〔2022〕执01809号,否,合格,区应急管理局
862,北京宝瑞通典当行有限责任公司丰北桥分公司,44831,(京丰)应急现记〔2022〕执01844号,否,合格,区应急管理局
863,北京聚方盛五金建材经营部,44831,(京丰)应急现记〔2022〕执01817号,否,合格,区应急管理局
864,北京思家餐饮管理有限公司第六分公司,44831,(京丰)应急现记〔2022〕执01818号,否,合格,区应急管理局
865,北京昆慧商贸有限公司,44831,(京丰)应急现记〔2022〕执01811号,否,合格,区应急管理局
866,北京绮瑞服装服饰有限公司,44831,(京丰)应急现记〔2022〕执01805号,否,合格,区应急管理局
867,北京优艺美嘉商贸有限公司,44831,(京丰)应急现记〔2022〕执01825号,否,合格,区应急管理局
868,北京缘艺商店,44831,(京丰)应急现记〔2022〕执01826号,否,合格,区应急管理局
869,北京物美超市有限公司万源路店,44831,(京丰)应急现记〔2022〕执01814号,否,合格,区应急管理局
870,北京世纪家洁保洁有限公司,44831,(京丰)应急现记〔2022〕执01924号,否,不合格（复查以后合格）,区应急管理局
871,北京盛世开元物业管理有限公司第一分公司,44831,(京丰)应急现记〔2022〕执01920号,否,不合格（复查以后合格）,区应急管理局
872,北京吉祥丽娜商贸中心,44831,(京丰)应急现记〔2022〕执01812号,否,合格,区应急管理局
873,北京欧尚超市有限公司丰台店,44831,(京丰)应急现记〔2022〕执01838号,否,合格,区应急管理局
874,北京苏宁便利店有限公司丰台北大街店,44831,(京丰)应急现记〔2022〕执01843号,否,合格,区应急管理局
875,北京吉来顺建材经营部,44831,(京丰)应急现记〔2022〕执01810号,否,合格,区应急管理局
876,北京京徽众成酒店管理有限责任公司,44831,(京丰)应急现记〔2022〕执02001号,否,不合格（复查以后合格）,区应急管理局
877,北京风华秋阳商贸中心,44831,(京丰)应急现记〔2022〕执01816号,否,合格,区应急管理局
878,北京万之源餐饮有限公司,44831,(京丰)应急现记〔2022〕执01824号,否,合格,区应急管理局
879,北京金圆兴鼎商贸有限公司,44831,(京丰)应急现记〔2022〕执01820号,否,合格,区应急管理局
880,北京秋来香餐饮管理有限公司,44831,(京丰)应急现记〔2022〕执01833号,否,合格,区应急管理局
881,北京味致香小吃店,44831,(京丰)应急现记〔2022〕执01842号,否,合格,区应急管理局
882,北京京坤俱点体育文化有限公司,44831,(京丰)应急现记〔2022〕执01846号,否,合格,区应急管理局
883,北京必胜客披萨饼有限公司宋庄路餐厅,44831,(京丰)应急现记〔2022〕执01840号,否,合格,区应急管理局
884,北京嘉铭兴盛餐饮管理有限公司丰台分公司,44831,(京丰)应急现记〔2022〕执01830号,否,合格,区应急管理局
885,北京冀博雅建材商店,44831,(京丰)应急现记〔2022〕执01823号,否,合格,区应急管理局
886,北京鑫远盛达商店,44831,(京丰)应急现记〔2022〕执01819号,否,合格,区应急管理局
887,北京翌辉伟业商贸有限公司,44831,(京丰)应急现记〔2022〕执01835号,否,合格,区应急管理局
888,北京美联众合京西动物医院有限公司,44831,(京丰)应急现记〔2022〕执01839号,否,合格,区应急管理局
889,北京茉茗商贸有限公司,44831,(京丰)应急现记〔2022〕执01815号,否,合格,区应急管理局
890,北京顺时顺利建材经营部,44831,(京丰)应急现记〔2022〕执01807号,否,合格,区应急管理局
891,北京龙兴顺发装饰材料经营部,44831,(京丰)应急现记〔2022〕执01806号,否,合格,区应急管理局
892,北京比格餐饮管理有限责任公司南苑餐厅,44831,(京丰)应急现记〔2022〕执01829号,否,合格,区应急管理局
893,北京莹郎商贸中心,44831,(京丰)应急现记〔2022〕执01821号,否,合格,区应急管理局
894,北京潞安义拓物流有限责任公司,44831,(京丰)应急现记〔2022〕执01841号,否,合格,区应急管理局
895,北京新辣道餐饮管理有限公司辣滋味餐饮分公司,44831,(京丰)应急现记〔2022〕执01827号,否,合格,区应急管理局
896,北京昌兴缘聚餐厅,44832,(京丰)应急现记〔2022〕执01863号,否,合格,区应急管理局
897,北京金昌佳源商贸有限公司,44832,(京丰)应急现记〔2022〕执01860号,否,合格,区应急管理局
898,北京知味鸭小吃店,44832,(京丰)应急现记〔2022〕执01881号,否,合格,区应急管理局
899,北京御尊健康管理有限公司,44832,(京丰)应急现记〔2022〕执01875号,否,合格,区应急管理局
900,北京众盛缘餐饮管理有限公司,44832,(京丰)应急现记〔2022〕执01868号,否,合格,区应急管理局
901,北京依唯美容美发中心,44832,(京丰)应急现记〔2022〕执01873号,否,合格,区应急管理局
902,北京链家房地产经纪有限公司丰台第六十六分公司,44832,(京丰)应急现记〔2022〕执01876号,否,合格,区应急管理局
903,北京丽家丽婴婴童用品股份有限公司第三十九便利店,44832,(京丰)应急现记〔2022〕执01857号,否,合格,区应急管理局
904,北京食尚部落餐饮有限公司,44832,(京丰)应急现记〔2022〕执01870号,否,合格,区应急管理局
905,我爱我家房地产经纪有限公司丰台第二十四分公司,44832,(京丰)应急现记〔2022〕执01882号,否,合格,区应急管理局
906,北京亦洁洗衣有限公司,44832,(京丰)应急现记〔2022〕执01880号,否,合格,区应急管理局
907,北京云宝餐饮管理有限公司,44832,(京丰)应急现记〔2022〕执01883号,否,合格,区应急管理局
908,北京乐食无忧餐饮管理有限公司,44832,(京丰)应急现记〔2022〕执01869号,否,合格,区应急管理局
909,北京恒基好运健康科技有限公司,44832,(京丰)应急现记〔2022〕执01851号,否,合格,区应急管理局
910,北京纤手时尚美容美发有限公司,44832,(京丰)应急现记〔2022〕执01855号,否,合格,区应急管理局
911,北京凯静盛世酒业有限公司,44832,(京丰)应急现记〔2022〕执01867号,否,合格,区应急管理局
912,北京市于家坟加油站有限公司,44832,(京丰)应急现记〔2022〕执01856号,否,合格,区应急管理局
913,北京有酒伟业商贸有限公司,44832,(京丰)应急现记〔2022〕执01852号,否,合格,区应急管理局
914,北京市液化石油气公司南郊分公司,44832,(京丰)应急现记〔2022〕执01849号,否,合格,区应急管理局
915,北京俺们那餐饮管理有限公司,44832,(京丰)应急现记〔2022〕执01878号,否,合格,区应急管理局
916,北京佳鑫美商贸有限公司,44832,(京丰)应急现记〔2022〕执01858号,否,合格,区应急管理局
917,珍味时乐（北京）餐饮管理有限公司第一分公司,44832,(京丰)应急现记〔2022〕执01872号,否,合格,区应急管理局
918,北京曲氏龙辉餐饮管理有限公司,44832,(京丰)应急现记〔2022〕执01884号,否,合格,区应急管理局
919,北京初阳盛世艺术培训有限公司,44832,(京丰)应急现记〔2022〕执01853号,否,合格,区应急管理局
920,北京狼遇见羊餐饮管理有限公司,44832,(京丰)应急现记〔2022〕执01874号,否,合格,区应急管理局
921,北京珍品园商贸有限公司,44832,(京丰)应急现记〔2022〕执01859号,否,合格,区应急管理局
922,北京华利捷诚商贸有限公司,44832,(京丰)应急现记〔2022〕执01861号,否,合格,区应急管理局
923,北京金凤成祥食品有限责任公司北大地店,44832,(京丰)应急现记〔2022〕执01866号,否,合格,区应急管理局
924,北京湘和顺餐饮管理有限公司,44832,(京丰)应急现记〔2022〕执01864号,否,合格,区应急管理局
925,北京世纪壹贝生物科技有限公司第二分公司,44832,(京丰)应急现记〔2022〕执01850号,否,合格,区应急管理局
926,北京富恒禄酒店用品有限公司,44832,(京丰)应急现记〔2022〕执01862号,否,合格,区应急管理局
927,北京市液化石油气有限公司云岗储备厂,44832,(京丰)应急现记〔2022〕执01879号,否,合格,区应急管理局
928,北京永泰华康大药房,44832,(京丰)应急现记〔2022〕执01854号,否,合格,区应急管理局
929,北京巴锅蜀味餐饮文化有限公司,44832,(京丰)应急现记〔2022〕执01877号,否,合格,区应急管理局
930,北京金凤成祥食品有限责任公司东大街分店,44832,(京丰)应急现记〔2022〕执01865号,否,合格,区应急管理局
931,北京聚胜兴餐饮管理有限公司,44833,(京丰)应急现记〔2022〕执01919号,否,合格,区应急管理局
932,北京阿汀尔商贸有限公司第一分公司,44833,(京丰)应急现记〔2022〕执01937号,否,合格,区应急管理局
933,北京旗胜商贸有限公司,44833,(京丰)应急现记〔2022〕执01926号,否,合格,区应急管理局
934,北京市回龙观阿香餐饮有限公司顺八条分公司,44833,(京丰)应急现记〔2022〕执01913号,否,合格,区应急管理局
935,北京吉庆吉达茶叶商店,44833,(京丰)应急现记〔2022〕执01892号,否,合格,区应急管理局
936,北京禧多宝餐饮有限公司,44833,(京丰)应急现记〔2022〕执01909号,否,合格,区应急管理局
937,黛诺琳内衣店,44833,(京丰)应急现记〔2022〕执01894号,否,合格,区应急管理局
938,北京亚展亚美容美发中心,44833,(京丰)应急现记〔2022〕执01887号,否,合格,区应急管理局
939,北京兴旺秋味稻快餐店,44833,(京丰)应急现记〔2022〕执01923号,否,合格,区应急管理局
940,北京岩鹏餐饮管理有限公司,44833,(京丰)应急现记〔2022〕执01915号,否,合格,区应急管理局
941,北京恒汇五粮商贸有限公司,44833,(京丰)应急现记〔2022〕执01902号,否,合格,区应急管理局
942,北京市正一味快餐管理有限公司丰台第九快餐分店,44833,(京丰)应急现记〔2022〕执01912号,否,合格,区应急管理局
943,前沿创客（北京）教育科技有限公司,44833,(京丰)应急现记〔2022〕执01933号,否,合格,区应急管理局
944,北京水西庄餐饮有限公司第五分公司,44833,(京丰)应急现记〔2022〕执01921号,否,合格,区应急管理局
945,北京开源天誉合商贸有限公司,44833,(京丰)应急现记〔2022〕执01932号,否,合格,区应急管理局
946,北京市刘焕芹超市(丰台街道办事处-刘焕芹),44833,(京丰)应急现记〔2022〕执01903号,否,合格,区应急管理局
947,北京成强旺财商贸有限公司,44833,(京丰)应急现记〔2022〕执01929号,否,合格,区应急管理局
948,北京秦人古韵食府,44833,(京丰)应急现记〔2022〕执01936号,否,合格,区应急管理局
949,北京宝坤装饰有限公司,44833,(京丰)应急现记〔2022〕执01895号,否,合格,区应急管理局
950,北京健将一品餐饮管理有限公司刘家窑分公司,44833,(京丰)应急现记〔2022〕执01922号,否,合格,区应急管理局
951,北京旭阳鑫光商贸有限公司,44833,(京丰)应急现记〔2022〕执01928号,否,合格,区应急管理局
952,北京市丰台区丰台镇伊甸园织发美发厅(丰台街道办事处-黄兰芳),44833,(京丰)应急现记〔2022〕执01900号,否,合格,区应急管理局
953,北京京渝谐和餐饮服务有限公司,44833,(京丰)应急现记〔2022〕执01916号,否,合格,区应急管理局
954,北京圣祥乳制品厂,44833,(京丰)应急现记〔2022〕执01905号,否,合格,区应急管理局
955,北京万象怡有理发店,44833,(京丰)应急现记〔2022〕执01888号,否,合格,区应急管理局
956,北京安和顺业商贸有限公司,44833,(京丰)应急现记〔2022〕执01931号,否,合格,区应急管理局
957,北京渝是乎餐饮管理有限公司丰台第四分公司,44833,(京丰)应急现记〔2022〕执01907号,否,合格,区应急管理局
958,北京京诚天地农副产品市场有限公司,44833,(京丰)应急现记〔2022〕执01934号,否,合格,区应急管理局
959,北京景丽佳艺理发店(丰台街道办事处-叶寒),44833,(京丰)应急现记〔2022〕执01897号,否,合格,区应急管理局
960,北京萨莉亚餐饮管理有限公司丰台宋家庄店,44833,(京丰)应急现记〔2022〕执01911号,否,合格,区应急管理局
961,北京润禧餐饮管理有限公司,44833,(京丰)应急现记〔2022〕执01908号,否,合格,区应急管理局
962,大众汽车服务中心(北京)有限公司,44833,(京丰)应急现记〔2022〕执01918号,否,合格,区应急管理局
963,北京壹加壹美美容美发有限公司,44833,(京丰)应急现记〔2022〕执01914号,否,合格,区应急管理局
964,北京金樽金缘商贸有限公司,44833,(京丰)应急现记〔2022〕执01925号,否,合格,区应急管理局
965,北京精文佳业计算机维修服务中心,44833,(京丰)应急现记〔2022〕执01899号,否,合格,区应急管理局
966,至美专业烫染沙龙,44833,(京丰)应急现记〔2022〕执01893号,否,合格,区应急管理局
967,北京京朋乐天商店(丰台街道办事处-丁彩菊),44833,(京丰)应急现记〔2022〕执01901号,否,合格,区应急管理局
968,北京诚建宏达建材经营中心,44833,(京丰)应急现记〔2022〕执01890号,否,合格,区应急管理局
969,北京市好利来食品有限公司宋庄路店,44833,(京丰)应急现记〔2022〕执01906号,否,合格,区应急管理局
970,北京雅韵衣尚服装店,44833,(京丰)应急现记〔2022〕执01891号,否,合格,区应急管理局
971,吴爱红水果店,44833,(京丰)应急现记〔2022〕执01898号,否,合格,区应急管理局
972,北京小马腾飞餐饮管理有限公司,44833,(京丰)应急现记〔2022〕执01930号,否,合格,区应急管理局
973,北京桥南维明果品店,44833,(京丰)应急现记〔2022〕执01889号,否,合格,区应急管理局
974,北京三大广贸酒店设备有限公司,44833,(京丰)应急现记〔2022〕执01927号,否,合格,区应急管理局
975,北京京诚开源商贸有限公司,44833,(京丰)应急现记〔2022〕执01935号,否,合格,区应急管理局
976,幸福荣耀（北京）超市有限公司宋家庄店,44833,(京丰)应急现记〔2022〕执01910号,否,合格,区应急管理局
977,北京东方杨子美容中心,44833,(京丰)应急现记〔2022〕执01886号,否,合格,区应急管理局
978,北京东颐食品科技有限公司,44833,(京丰)应急现记〔2022〕执01896号,否,合格,区应急管理局
979,北京金缘鑫商贸有限公司,44833,(京丰)应急现记〔2022〕执01917号,否,合格,区应急管理局
980,北京市合利看丹混凝土有限公司,44834,(京丰)应急现记〔2022〕执01942号,否,合格,区应急管理局
981,北京荣福源商贸有限公司,44834,(京丰)应急现记〔2022〕执01940号,否,合格,区应急管理局
982,北京荟萃琳琅商贸有限公司,44834,(京丰)应急现记〔2022〕执01938号,否,合格,区应急管理局
983,北京福友居宾馆有限公司,44834,(京丰)应急现记〔2022〕执01941号,否,合格,区应急管理局
984,北京长兴恒远物业管理中心,44834,(京丰)应急现记〔2022〕执01939号,否,合格,区应急管理局
985,北京好运油料供应有限公司分钟寺加油站,44760,(京丰)应急现记〔2022〕执00984号,否,合格,区应急管理局
986,中国石化销售股份有限公司北京丰台方庄加油站,44760,(京丰)应急现记〔2022〕执00985号,否,合格,区应急管理局
987,北京市于家坟加油站有限公司,44760,(京丰)应急现记〔2022〕执00983号,否,合格,区应急管理局
988,北京市富丰加油站有限公司,44760,(京丰)应急现记〔2022〕执01017号,否,合格,区应急管理局
989,北京美康基因科学股份有限公司,44760,(京丰)应急现记〔2022〕执00987号,否,合格,区应急管理局
990,北京公联京华石油有限责任化司柳村南加油站,44760,(京丰)应急现记〔2022〕执00988号,否,合格,区应急管理局
991,北京公联京华石油有限责任化司柳村北加油站,44760,(京丰)应急现记〔2022〕执00989号,否,合格,区应急管理局
992,中油首汽石油销售有限公司北京十三号站,44761,(京丰)应急现记〔2022〕执00990号,否,合格,区应急管理局
993,北京四环翔亚加油站,44761,(京丰)应急现记〔2022〕执00994号,否,合格,区应急管理局
994,北京龙江奔达加油站,44761,(京丰)应急现记〔2022〕执00997号,否,合格,区应急管理局
995,北京市造甲村加油站,44761,(京丰)应急现记〔2022〕执00998号,否,合格,区应急管理局
996,北京利安顺成品油有限公司,44761,(京丰)应急现记〔2022〕执01011号,否,合格,区应急管理局
997,北京万泉运通汽车燃料有限责任公司,44761,(京丰)应急现记〔2022〕执01019号,否,合格,区应急管理局
998,北京航天海鹰贸易有限公司云岗加油站,44761,(京丰)应急现记〔2022〕执01018号,否,合格,区应急管理局
999,中油北汽石油产品销售（北京）有限公司石榴庄加油站,44761,(京丰)应急现记〔2022〕执01002号,否,合格,区应急管理局
1000,北京京铁诚信加油站有限责任公司,44761,(京丰)应急现记〔2022〕执01004号,否,合格,区应急管理局
1001,中国石化销售股份有限公司北京丰台长兴加油站,44761,(京丰)应急现记〔2022〕执01008号,否,合格,区应急管理局
1002,中国石化销售股份有限公司北京丰台成寿寺加油站,44761,(京丰)应急现记〔2022〕执01016号,否,合格,区应急管理局
1003,中国石化销售股份有限公司北京丰台台金加油站,44761,(京丰)应急现记〔2022〕执01012号,否,合格,区应急管理局
1004,北京广仟达加油站有限公司,44762,(京丰)应急现记〔2022〕执01015号,否,合格,区应急管理局
1005,北京市花乡盛丰明加油站有限公司,44762,(京丰)应急现记〔2022〕执01014号,否,合格,区应急管理局
1006,北京市花乡新发地加油站,44762,(京丰)应急现记〔2022〕执01013号,否,合格,区应急管理局
1007,北京北青阳光石油化工有限公司右安门分公司,44761,(京丰)应急现记〔2022〕执01010号,否,合格,区应急管理局
1008,北京航天凯恩新材料有限公司,44762,(京丰)应急现记〔2022〕执01021号,否,合格,区应急管理局
