是否已注销,产权单位企业名称,登记编号,设备类型,生产厂家,产权单位统一社会信用代码
有效,北京茂祥东兴建设工程有限公司,京TZ-T76632,塔式起重机,江西中天智能装备股份有限公司,91110112MA01ND6Y5E
有效,北京嘉诚兴旺建筑机械设备租赁有限公司,京PG-S73220,施工升降机,中联重科建筑起重机械有限责任公司,91110117560422340T
有效,北京合力兴旺机械设备租赁有限公司,京FS-S67779,施工升降机,北京宏升卓越工程机械有限公司,91110111318323889M
有效,北京物奇博机械设备租赁有限公司,京CP-S57600,施工升降机,山东鲁塔建工机械有限公司,91110114554821257A
有效,北京合力兴旺机械设备租赁有限公司,京FS-S64096,施工升降机,北京宏升卓越工程机械有限公司,91110111318323889M
有效,北京新鸿泰机械设备租赁有限公司,京HD-S71669,施工升降机,大汉科技股份有限公司,91110108102046931J
有效,北京博兴达业机械设备租赁有限公司,京TZ-S59373,施工升降机,北京宏升卓越工程机械有限公司,91110112554853638T
有效,北京富达建筑设备租赁有限公司,京HD-S69065,施工升降机,徐州建机工程机械有限公司,91110108793447506N
有效,北京景州伟业机械设备租赁有限公司,京FS-S72134,施工升降机,黄骅市昌达起重设备有限公司,91110111MA0186577R
有效,北京首大机械工程有限公司,京HR-S82076,施工升降机,山东鲁塔建工机械有限公司,91110116MA01ND6G83
有效,北京汇聚同安设备安装有限公司,京MY-T72754,塔式起重机,辽宁天一重工有限公司,91110228MA01MPXP06
有效,北京天和建筑机械设备租赁有限责任公司,京FT-S81191,施工升降机,广州市特威工程机械有限公司,911101066336408682
有效,北京金久安建筑设备租赁有限公司,京PG-S68901,施工升降机,北京宏升卓越工程机械有限公司,911102288020872162
有效,北京物奇博机械设备租赁有限公司,京CP-S73227,施工升降机,北京金山建筑机械厂,91110114554821257A
有效,北京君立伟业建筑机械设备租赁有限公司,京FS-T80024,塔式起重机,江西中天智能装备股份有限公司,91110111553128872X
有效,北京运佳机械设备维修中心,京CY-T75825,塔式起重机,抚顺永茂建筑机械有限公司,91110105721417463G
有效,北京天平建筑机械租赁有限公司,京TZ-S70655,施工升降机,北京汇鑫机械厂,91110112681213668E
有效,北京斌悍商贸有限公司,京HR-S78060,施工升降机,山东明龙建筑机械有限公司,9111011679344775X1
有效,北京鑫龙伟业建筑设备租赁有限公司,京CP-T54042,塔式起重机,江麓机电集团有限公司,911101146876346821
有效,北京天赢通达工程有限公司,京HR-S81470,施工升降机,北京宏升卓越工程机械有限公司,91110116MA01NHP686
有效,北京星城瑞景商贸有限公司,京FS-T78076,塔式起重机,中联重科股份有限公司,911101156923126452
有效,北京正和恒泰机械工程有限公司,京MY-T68414,塔式起重机,中联重科股份有限公司,91110228MA018UPN0B
有效,北京天鸿利达机械设备租赁有限公司,京HR-T59792,塔式起重机,长沙中联重工科技发展股份有限公司,91110116MA01QQ2709
有效,北京紫竹慧建设服务股份有限公司,京MT-T67604,塔式起重机,中联重科股份有限公司,91110109700090035D
有效,北京福生泰机械租赁有限公司,京CP-T81932,塔式起重机,中联重科股份有限公司,9111011468197458XG
有效,北京和众天成建筑设备租赁有限公司,京DX-S62579,施工升降机,黄骅市昌达起重设备有限公司,911101155996859306
有效,北京豪越龙祥机电设备有限公司,京CP-W60632,物料提升机,衡水衡顺机械有限公司,91110114573186500Y
有效,北京市晋塔建筑机械设备租赁有限公司,京CP-S63847,施工升降机,山西省工程机械有限公司,911101148026644231
有效,北京祥顺通设备租赁有限公司,京YQ-W58486,物料提升机,衡水衡顺机械有限公司,91110229579062111F
有效,北京金运恒业机械建材有限公司,京HR-T67002,塔式起重机,徐州建机工程机械有限公司,91110116699610696D
有效,北京天宇伟业建筑装饰工程有限公司,京HR-S68360,施工升降机,中联重科股份有限公司,911101165636558952
有效,北京宏达盛都商贸有限公司,京DX-S77641,施工升降机,大汉科技股份有限公司,91110115665626251Q
有效,北京永丰建筑机械设备租赁有限公司,京FS-S56820,施工升降机,南京高立工程机械有限公司,91110111MA01NE191Q
有效,北京永兴达建筑机械设备租赁有限公司,京FS-T70408,塔式起重机,大汉科技股份有限公司,91110111562055038R
有效,北京天和建筑机械设备租赁有限责任公司,京FT-S81580,施工升降机,北京宏升卓越工程机械有限公司,911101066336408682
有效,北京紫竹慧建设服务股份有限公司,京MT-S57988,施工升降机,湖北江汉建筑工程机械有限公司,91110109700090035D
有效,北京庞源机械工程有限公司,京TZ-T80935,塔式起重机,陕西建设机械股份有限公司,911101125568120205
有效,北京顺达有成机械设备租赁有限公司,京TZ-S66604,施工升降机,莱州市华锋建筑机械有限公司,91110112MA01YF0R5K
有效,北京嘉诚兴旺建筑机械设备租赁有限公司,京PG-S73215,施工升降机,中联重科建筑起重机械有限责任公司,91110117560422340T
有效,北京中灿世纪红机械有限公司,京SY-T82025,塔式起重机,徐州建机工程机械有限公司,91110111MA01ECW35U
有效,北京锦荣天城建筑工程有限公司,京PG-T66104,塔式起重机,朝阳凌云建筑机械有限公司,91110117MA01RTLD4N
有效,北京时鸿捷租赁有限责任公司,京DC-T56391,塔式起重机,江麓机电集团有限公司,91110101101463952G
有效,中臻（北京）建设工程有限公司,京TZ-S53475,施工升降机,河南省川达建筑机械有限公司,91110112MA01FFBM0A
有效,北京庞源机械工程有限公司,京TZ-T78716,塔式起重机,中联重科股份有限公司,911101125568120205
有效,北京宏达盛都商贸有限公司,京DX-S66291,施工升降机,大汉科技股份有限公司,91110115665626251Q
有效,北京振兴宇齐机械建材有限公司,京HR-S60203,施工升降机,黄骅市昌达起重设备有限公司,91110116663732050R
有效,北京金久安建筑设备租赁有限公司,京HR-S81099,施工升降机,北京宏升卓越工程机械有限公司,911102288020872162
有效,北京国成伟业机械设备租赁有限公司,京HR-S77087,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,中铁建工集团第一建设有限公司,京FT-T73642,塔式起重机,中联重科股份有限公司,91110106MABRP90L46
有效,北京九方源建筑机械设备租赁有限公司,京CP-S76942,施工升降机,大汉科技股份有限公司,911101145732379612
有效,北京浩瀚建筑机械设备租赁有限公司,京DC-S53266,施工升降机,北京京港机械设备制造厂,91110101678223224A
有效,北京正和恒泰机械工程有限公司,京MY-T55211,塔式起重机,四川强力建筑机械有限公司,91110228MA018UPN0B
有效,北京市晋塔建筑机械设备租赁有限公司,京CP-S56713,施工升降机,山西省工程机械有限公司,911101148026644231
有效,北京天宇伟业建筑装饰工程有限公司,京HR-S70370,施工升降机,中联重科股份有限公司,911101165636558952
有效,北京永丰建筑机械设备租赁有限公司,京FS-T54627,塔式起重机,徐州建机工程机械有限公司,91110111MA01NE191Q
有效,北京天宇伟业建筑装饰工程有限公司,京HR-S81557,施工升降机,大汉科技股份有限公司,911101165636558952
有效,北京龙泰机械设备安装有限公司,京FT-T55742,塔式起重机,中联重科股份有限公司,911101061021981424
有效,北京市海盛昌达设备租赁有限公司,京HD-T54664,塔式起重机,中联重科股份有限公司,911101086669173176
有效,北京金山建筑机械厂,京HD-S66776,施工升降机,北京金山建筑机械厂,91110108700313788L
有效,北京金鼎盛起重建筑机械设备有限公司,京DX-S58111,施工升降机,北京金鼎盛起重建筑机械设备有限公司,91110115666921391C
有效,北京宏达盛都商贸有限公司,京DX-W71354,物料提升机,山东九虹重工有限公司,91110115665626251Q
有效,北京庞源机械工程有限公司,京TZ-T78952,塔式起重机,四川锦城建筑机械有限责任公司,911101125568120205
有效,北京金久安建筑设备租赁有限公司,京PG-S68945,施工升降机,北京宏升卓越工程机械有限公司,911102288020872162
有效,北京九方源建筑机械设备租赁有限公司,京CP-S80241,施工升降机,大汉科技股份有限公司,911101145732379612
有效,北京安答建筑设备有限公司,京HR-S61973,施工升降机,廊坊凯博建设机械科技有限公司,91110116MA01B96M0D
有效,北京国成伟业机械设备租赁有限公司,京HR-S73785,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京鑫兴鹏发机械设备有限公司,京MT-T56227,塔式起重机,中联重科股份有限公司,91110109726337788Q
有效,北京庞源机械工程有限公司,京TZ-T57657,塔式起重机,陕西建设机械股份有限公司,911101125568120205
有效,北京庞源机械工程有限公司,京TZ-T81018,塔式起重机,陕西建设机械股份有限公司,911101125568120205
有效,北京九方源建筑机械设备租赁有限公司,京CP-S63303,施工升降机,大汉科技股份有限公司,911101145732379612
有效,北京四维建筑机械租赁有限公司,京PG-T76407,塔式起重机,徐州建机工程机械有限公司,911101171029616706
有效,中铁建工集团第一建设有限公司,京FT-T74469,塔式起重机,中联重科股份有限公司,91110106MABRP90L46
有效,北京金鼎盛起重建筑机械设备有限公司,京DX-S57097,施工升降机,北京金鼎盛起重建筑机械设备有限公司,91110115666921391C
有效,北京元吉祥建筑机械工程技术有限公司,京HD-T80478,塔式起重机,江西中天智能装备股份有限公司,91110108101941707K
有效,北京和众天成建筑设备租赁有限公司,京DX-S66011,施工升降机,北京博邦重工机械有限公司,911101155996859306
有效,北京振邦万达机械设备有限公司,京HR-S73663,施工升降机,大汉科技股份有限公司,91110116551415640F
有效,北京康龙建筑机械租赁有限公司,京MY-S63337,施工升降机,山东鲁塔建工机械有限公司,9111022877195358XH
有效,中建二局第三建筑工程有限公司,京FT-T65978,塔式起重机,中建机械有限公司,9111000063370987XW
有效,中臻（北京）建设工程有限公司,京TZ-T55594,塔式起重机,中联重科股份有限公司,91110112MA01FFBM0A
有效,北京汇通兴源科技有限公司,京FS-T68670,塔式起重机,徐州建机工程机械有限公司,91110106MA001A7207
有效,北京浩瀚鸿达设备租赁有限公司,京MT-S67385,施工升降机,北京宏升卓越工程机械有限公司,911101095877063511
有效,北京安建鑫成机械设备租赁有限公司,京HR-S81907,施工升降机,中联重科建筑起重机械有限责任公司,91110116579038584T
有效,北京国成伟业机械设备租赁有限公司,京HR-S80453,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京吉安建立工程设备安装有限公司,京MT-T68145,塔式起重机,徐州建机工程机械有限公司,91110109MA01D24K32
有效,中铁建设集团北京工程有限公司,京SJ-T69809,塔式起重机,大汉科技股份有限公司,9111010706489893X2
有效,北京市海峰建筑设备租赁有限公司,京YQ-T82012,塔式起重机,大汉科技股份有限公司,91110229103023221D
有效,北京和众天成建筑设备租赁有限公司,京DX-W66161,物料提升机,天津市宝亮建筑机械有限公司,911101155996859306
有效,大一机械（北京）有限公司,京TZ-T78965,塔式起重机,徐州建机工程机械有限公司,91110112MACM56E44M
有效,北京君立伟业建筑机械设备租赁有限公司,京FS-T79374,塔式起重机,江西中天智能装备股份有限公司,91110111553128872X
