序号,企业名称,申请事项,业务流水号,,,,,,,,,,,,,,,,,
12757,北京国电广泰建设工程有限公司,(市)建筑业企业首次申请资质,0014180209000757,,,,,,,,,,,,,,,,,
12758,北京万泰永祥建筑劳务有限公司,建筑业企业首次申请资质,0014180722000151,,,,,,,,,,,,,,,,,
12759,铁科院(北京)工程咨询有限公司,工程监理单位延续资质申请,0014180507001052,,,,,,,,,,,,,,,,,
12760,中淦(北京)建设工程有限公司,(区)建筑业企业首次申请资质,0014180717000245,,,,,,,,,,,,,,,,,
12761,北京慧德同兴园林绿化工程有限公司,建筑业企业首次申请资质,0014180612001936,,,,,,,,,,,,,,,,,
12762,北京泰翔基业建筑工程有限公司,(市)建筑业企业首次申请资质,0014190215002454,,,,,,,,,,,,,,,,,
12763,北京康迪建设监理咨询有限公司,工程监理企业延续资质申请,0014180920001286,,,,,,,,,,,,,,,,,
12764,华骋(北京)建筑工程有限公司,(市)建筑业企业首次申请资质,0014190123002520,,,,,,,,,,,,,,,,,
12765,北京鸿天伟业安全技术有限公司,(市)建筑业企业资质增项资质申请,0014180511003790,,,,,,,,,,,,,,,,,
12766,中景印象(北京)市政工程有限公司,建筑业企业首次申请资质,0014190402000337,,,,,,,,,,,,,,,,,
12767,亿鸿京泰(北京)建设有限公司,(区)建筑业企业首次申请资质,0014181224000542,,,,,,,,,,,,,,,,,
12768,中通环境治理有限公司,(市)建筑业企业首次申请资质,0014190107002847,,,,,,,,,,,,,,,,,
12769,北京鑫耀达星建筑工程有限公司,(市)建筑业企业首次申请资质,0014180815000693,,,,,,,,,,,,,,,,,
12770,北京永乐新城建筑劳务有限公司,建筑业企业首次申请资质,0014190416005258,,,,,,,,,,,,,,,,,
12771,北京新天环宇建设工程有限公司,(市)建筑业企业首次申请资质,0014190315004020,,,,,,,,,,,,,,,,,
12772,北京生宝路桥工程有限公司,建筑业企业首次申请资质,0014190513002994,,,,,,,,,,,,,,,,,
12773,北京中涛天达防水工程有限公司,建筑业企业首次申请资质,0014180828001025,,,,,,,,,,,,,,,,,
12774,北京至诚兴建建筑工程有限公司,建筑业企业增项资质申请（告知承诺制办理）,0014180918001159,,,,,,,,,,,,,,,,,
12775,北京神州锐达装饰有限公司,建筑业企业首次申请资质,0014180802002792,,,,,,,,,,,,,,,,,
12776,北京筑煌建筑工程有限公司,(区)建筑业企业首次申请资质,0014180622002961,,,,,,,,,,,,,,,,,
12777,北京铭睿建筑装饰工程有限公司,(区)建筑业企业首次申请资质,0014190225005841,,,,,,,,,,,,,,,,,
12778,北京威理嘉邦装饰有限公司,(市)建筑业企业首次申请资质,0014180531001082,,,,,,,,,,,,,,,,,
12779,北京浩瀚天成建设有限公司,(区)建筑业企业首次申请资质,0014180815003258,,,,,,,,,,,,,,,,,
12780,中交三公局桥梁隧道工程有限公司,(区)建筑业企业增项资质申请,0014190221004004,,,,,,,,,,,,,,,,,
12781,北京众象载德建筑装饰设计有限公司,(市)建筑业企业增项资质申请,0014190508004215,,,,,,,,,,,,,,,,,
12782,北京申元宇通科技有限公司,建筑业企业首次申请资质,0014190222003745,,,,,,,,,,,,,,,,,
12783,晟源高科(北京)科技有限公司,建筑业企业首次申请资质,0014180712003243,,,,,,,,,,,,,,,,,
12784,北京誉天成建筑工程有限公司,建筑业企业首次申请资质,0014190717007412,,,,,,,,,,,,,,,,,
12785,中铁六局集团电务工程有限公司,建筑业企业资质增项资质申请,0014180509001100,,,,,,,,,,,,,,,,,
12786,北京晟程建设工程有限公司,(市)建筑业企业首次申请资质,0014190125001688,,,,,,,,,,,,,,,,,
12787,北京金鸿世家装饰有限责任公司,(市)建筑业企业首次申请资质,0014190304005625,,,,,,,,,,,,,,,,,
12788,北京金朝誉政消防安全工程有限公司,(区)建筑业企业首次申请资质,0014180710003397,,,,,,,,,,,,,,,,,
12789,北京国电广泰建设工程有限公司,建筑业企业增项资质申请,0014190711007494,,,,,,,,,,,,,,,,,
12790,北京瑞和中泰建筑劳务有限公司,建筑业企业首次申请资质,0014180912002031,,,,,,,,,,,,,,,,,
12791,北京首钢机电有限公司,(市)建筑业企业资质增项资质申请,0014180627002023,,,,,,,,,,,,,,,,,
12792,北京水利发展有限公司,建筑业企业首次申请资质,0014190318003842,,,,,,,,,,,,,,,,,
12793,中交宏大(北京)建设工程有限公司,(区)建筑业企业首次申请资质,0014180511003284,,,,,,,,,,,,,,,,,
12794,中铁十六局集团城市建设发展有限公司,建筑业企业资质增项资质申请,0014180507003032,,,,,,,,,,,,,,,,,
12795,同晖(北京)国际文化创意有限公司,建筑业企业首次申请资质,0014180514002477,,,,,,,,,,,,,,,,,
12796,北京中好建设工程有限公司,(区)建筑业企业首次申请资质,0014190611000902,,,,,,,,,,,,,,,,,
12797,北京经纬达建设工程有限公司,(区)建筑业企业首次申请资质,0014190520003926,,,,,,,,,,,,,,,,,
12798,第一摩码人居建筑工程(北京)有限公司,建筑业企业增项资质申请,0014181220001987,,,,,,,,,,,,,,,,,
12799,北京华通京电电力工程有限公司,建筑业企业增项资质申请,0014190111000110,,,,,,,,,,,,,,,,,
12800,北京中北万通机电工程有限公司,(市)建筑业企业首次申请资质,0014180917003015,,,,,,,,,,,,,,,,,
12801,北京国安电气有限责任公司,建筑业企业升级资质申请,0014180702001419,,,,,,,,,,,,,,,,,
12802,北京吉运华远建筑劳务有限公司,建筑业企业首次申请资质,0014190603005223,,,,,,,,,,,,,,,,,
12803,东易日盛家居装饰集团股份有限公司,(市)建筑业企业增项资质申请,0014190226004324,,,,,,,,,,,,,,,,,
12804,中国化学工程重型机械化有限公司,建筑业企业增项资质申请,0014180709001269,,,,,,,,,,,,,,,,,
12805,中键(北京)幕墙工程有限公司,建筑业企业新设立资质申请,0014171008000147,,,,,,,,,,,,,,,,,
12806,北京国电远辰电力工程有限公司,(区)建筑业企业首次申请资质,0014181026000698,,,,,,,,,,,,,,,,,
12807,北京益泰东方电子技术有限公司,建筑业企业资质增项资质申请,0014180704003075,,,,,,,,,,,,,,,,,
12808,北京中城华辉建设有限公司,(区)建筑业企业首次申请资质,0014181126002613,,,,,,,,,,,,,,,,,
12809,华岳轩(北京)建筑工程有限公司,(区)建筑业企业首次申请资质,0014190627002383,,,,,,,,,,,,,,,,,
12810,北京首创清源环境科技有限公司,建筑业企业资质增项资质申请,0014180118002646,,,,,,,,,,,,,,,,,
12811,北京海川锦成建筑工程有限公司,(区)建筑业企业首次申请资质,0014180801000283,,,,,,,,,,,,,,,,,
12812,北京旭胜达建筑工程有限公司,(区)建筑业企业首次申请资质,0014190529001125,,,,,,,,,,,,,,,,,
12813,北京长兴伟业机电科技有限公司,(市)建筑业企业首次申请资质,0014190123003510,,,,,,,,,,,,,,,,,
12814,北京蓝旺建筑工程有限公司,建筑业企业首次申请资质,0014190527007680,,,,,,,,,,,,,,,,,
12815,北京北咨工程管理有限公司,工程监理企业新增项资质申请（包含丙级晋升乙级）,0014180815001267,,,,,,,,,,,,,,,,,
12816,北京奥利通达建筑工程有限公司,(市)建筑业企业首次申请资质,0014190415001253,,,,,,,,,,,,,,,,,
12817,北京钰志瑞成工程设备安装有限公司,建筑业企业增项资质申请,0014180918001654,,,,,,,,,,,,,,,,,
12818,北京鸿安凯跃建设工程有限公司,(市)建筑业企业首次申请资质,0014181023001876,,,,,,,,,,,,,,,,,
12819,众合博达(北京)建筑工程有限公司,建筑业企业首次申请资质,0014190521001600,,,,,,,,,,,,,,,,,
12820,中大信(北京)工程造价咨询有限公司,工程造价咨询企业延续资质，工程造价咨询企业资质证书技术负责人变更合并办理,0014181226000768,,,,,,,,,,,,,,,,,
12821,北京奥信建筑工程设备安装有限公司,建筑业企业增项资质申请,0014180917002867,,,,,,,,,,,,,,,,,
12822,北京华信宏泰科技有限公司,建筑业企业首次申请资质,0014180509002853,,,,,,,,,,,,,,,,,
12823,北京寰宇天成工程管理有限公司,(区)建筑业企业首次申请资质,0014180821000139,,,,,,,,,,,,,,,,,
12824,北京金鸿盛建筑装饰工程有限公司,(区)建筑业企业首次申请资质,0014181008002498,,,,,,,,,,,,,,,,,
12825,北京首科兴业工程技术有限公司,建筑业企业升级资质申请,0014190705004618,,,,,,,,,,,,,,,,,
12826,北京锦东建设发展有限公司,(区)建筑业企业首次申请资质,0014190404005334,,,,,,,,,,,,,,,,,
12827,北京中兴华远建设工程有限公司,(区)建筑业企业首次申请资质,0014190221001449,,,,,,,,,,,,,,,,,
12828,北京鸿定昌机电安装工程有限公司,建筑业企业首次申请资质,0014181115003027,,,,,,,,,,,,,,,,,
12829,首实建设有限公司,(市)建筑业企业首次申请资质,0014181019000229,,,,,,,,,,,,,,,,,
12830,北京中天鸿创建设工程有限公司,(市)建筑业企业首次申请资质,0014180521003757,,,,,,,,,,,,,,,,,
12831,北京福盛腾坤科技有限公司,建筑业企业首次申请资质,0014180828001700,,,,,,,,,,,,,,,,,
12832,北京建银信达建设工程有限公司,(区)建筑业企业首次申请资质,0014181116000586,,,,,,,,,,,,,,,,,
12833,北京蓝毛建筑物拆除有限公司,建筑业企业首次申请资质,0014190128003605,,,,,,,,,,,,,,,,,
12834,北京翰德林建筑工程有限公司,建筑业企业首次申请资质,0014190312007660,,,,,,,,,,,,,,,,,
12835,北京共信安达电力安装有限公司,建筑业企业首次申请资质,0014180607000131,,,,,,,,,,,,,,,,,
12836,中基建科(北京)建设工程有限公司,(市)建筑业企业首次申请资质,0014180720002252,,,,,,,,,,,,,,,,,
12837,北京泰鑫嘉业建筑工程有限公司,建筑业企业首次申请资质,0014180713000465,,,,,,,,,,,,,,,,,
12838,北京中海泰安建设发展有限公司,(区)建筑业企业首次申请资质,0014180719003453,,,,,,,,,,,,,,,,,
12839,中邦恒业(北京)建筑工程有限责任公司,(区)建筑业企业首次申请资质,0014190805002752,,,,,,,,,,,,,,,,,
12840,北京众森建筑安装工程技术有限公司,(市)建筑业企业首次申请资质,0014190531004738,,,,,,,,,,,,,,,,,
12841,北京天邦永鑫建筑工程有限公司,(市)建筑业企业首次申请资质,0014180703002185,,,,,,,,,,,,,,,,,
12842,北京军威宇诚建筑工程有限公司,(区)建筑业企业首次申请资质,0014180815001357,,,,,,,,,,,,,,,,,
12843,北京能泰高科环保技术有限公司,建筑业企业升级资质申请,0014181018000105,,,,,,,,,,,,,,,,,
12844,北京豫建劳务分包有限公司,建筑业企业首次申请资质,0014180815002426,,,,,,,,,,,,,,,,,
12845,中国国际工程咨询有限公司,工程造价咨询企业延续资质,0014190122000145,,,,,,,,,,,,,,,,,
12846,北京民航工程有限公司,(区)建筑业企业首次申请资质,0014190219003088,,,,,,,,,,,,,,,,,
12847,北京国泰良友工程技术有限公司,(区)建筑业企业增项资质申请,0014180821001242,,,,,,,,,,,,,,,,,
12848,北京大唐兴业国际控制技术有限公司,建筑业企业首次申请资质,0014190308007508,,,,,,,,,,,,,,,,,
12849,北京城建智控科技有限公司,建筑业企业升级资质申请,0014190612002152,,,,,,,,,,,,,,,,,
12850,北京越隆达建筑工程有限公司,(市)建筑业企业增项资质申请,0014190601000417,,,,,,,,,,,,,,,,,
12851,环亚广美(北京)国际文化有限公司,建筑业企业首次申请资质,0014180531003657,,,,,,,,,,,,,,,,,
12852,华泰呈辉(北京)装饰工程有限公司,(区)建筑业企业首次申请资质,0014190822006429,,,,,,,,,,,,,,,,,
12853,北京笔中展览展示有限公司,建筑业企业升级资质申请,0014190513008844,,,,,,,,,,,,,,,,,
12854,北京安氏基业建筑装饰工程有限公司,(区)建筑业企业首次申请资质,0014190516005956,,,,,,,,,,,,,,,,,
12855,北京永吉装饰工程有限公司,(区)建筑业企业首次申请资质,0014190520006143,,,,,,,,,,,,,,,,,
12856,北京星环建设有限公司,(市)建筑业企业首次申请资质,0014181215000069,,,,,,,,,,,,,,,,,
12857,北京百万家园室内装饰监理有限公司,工程监理企业延续资质申请,0014190823001492,,,,,,,,,,,,,,,,,
12858,易程创新科技有限公司,(市)建筑业企业首次申请资质,0014181220003776,,,,,,,,,,,,,,,,,
12859,新元鼎建环境工程(北京)有限公司,(市)建筑业企业首次申请资质,0014181023003384,,,,,,,,,,,,,,,,,
12860,北京富丰景天建筑工程有限公司,(区)建筑业企业首次申请资质,0014190724004945,,,,,,,,,,,,,,,,,
12861,北京仲泰建筑集团有限公司,(市)建筑业企业首次申请资质,0014190610003342,,,,,,,,,,,,,,,,,
12862,北京鑫伟达建筑工程有限公司,(市)建筑业企业首次申请资质,0014181102000367,,,,,,,,,,,,,,,,,
12863,中南华建(北京)建筑劳务有限责任公司,(区)建筑业企业首次申请资质,0014190318009309,,,,,,,,,,,,,,,,,
12864,中南飞城(北京)装饰工程有限公司,(区)建筑业企业首次申请资质,0014180828001867,,,,,,,,,,,,,,,,,
12865,北京江海电气安装有限公司,(区)建筑业企业增项资质申请,0014190311000763,,,,,,,,,,,,,,,,,
12866,北京佑恒建筑装饰工程有限公司,(市)建筑业企业首次申请资质,0014180424000666,,,,,,,,,,,,,,,,,
12867,北京中安惠洽建筑工程有限公司,(市)建筑业企业首次申请资质,0014180816000829,,,,,,,,,,,,,,,,,
12868,北京万宝力防水工程有限公司,建筑业企业增项资质申请,0014180716001234,,,,,,,,,,,,,,,,,
12869,北京华夏天工建设发展有限公司,(市)建筑业企业首次申请资质,0014190702006998,,,,,,,,,,,,,,,,,
12870,中泰祥和(北京)建设工程有限公司,(市)建筑业企业首次申请资质,0014180806002493,,,,,,,,,,,,,,,,,
12871,直方大(北京)科技有限公司,建筑业企业首次申请资质,0014190608000256,,,,,,,,,,,,,,,,,
12872,北京京菏建筑有限公司,(区)建筑业企业首次申请资质,0014180709001191,,,,,,,,,,,,,,,,,
12873,北京博众通达电子科技有限公司,(市)建筑业企业首次申请资质,0014190307000779,,,,,,,,,,,,,,,,,
12874,北京新峰寰宇信息技术有限公司,建筑业企业首次申请资质,0014180328001985,,,,,,,,,,,,,,,,,
12875,北京中电盛世电力建设有限公司,建筑业企业资质增项资质申请,0014180111007295,,,,,,,,,,,,,,,,,
12876,北京兴展建筑劳务有限公司,建筑业企业首次申请资质,0014180717001965,,,,,,,,,,,,,,,,,
12877,北京海德御龙建设有限公司,建筑业企业首次申请资质,0014190228004595,,,,,,,,,,,,,,,,,
12878,北京嘉业源建筑工程有限公司,建筑业企业首次申请资质,0014190219001817,,,,,,,,,,,,,,,,,
12879,北京益友伟业装饰工程有限公司,(区)建筑业企业首次申请资质,0014190710002959,,,,,,,,,,,,,,,,,
12880,北京欣卓越技术开发有限责任公司,建筑业企业增项资质申请,0014181203000460,,,,,,,,,,,,,,,,,
12881,北京辰光伟业建筑装饰工程有限公司,(区)建筑业企业首次申请资质,0014190710000014,,,,,,,,,,,,,,,,,
12882,北京京电达通电器设备安装有限公司,建筑业企业增项资质申请,0014190125003039,,,,,,,,,,,,,,,,,
12883,北京环渤高科能源技术有限公司,(市)建筑业企业增项资质申请,0014180717003800,,,,,,,,,,,,,,,,,
12884,汉兴建设(北京)有限公司,(区)建筑业企业首次申请资质,0014190212001663,,,,,,,,,,,,,,,,,
12885,北京信远恒通市政建设有限公司,(区)建筑业企业增项资质申请,0014190117002152,,,,,,,,,,,,,,,,,
12886,北京宝溢建设装饰工程有限公司,(市)建筑业企业资质增项资质申请,0014180411002114,,,,,,,,,,,,,,,,,
12887,北京中岚建设有限公司,(市)建筑业企业首次申请资质,0014190327004214,,,,,,,,,,,,,,,,,
12888,北京郑庄红方建筑工程有限公司,(区)建筑业企业首次申请资质,0014190314003152,,,,,,,,,,,,,,,,,
12889,北京汇博盟工程技术有限公司,(市)建筑业企业资质增项资质申请,0014180614001242,,,,,,,,,,,,,,,,,
12890,北京泰和佳消防科技股份有限公司,建筑业企业升级资质申请,0014171217000262,,,,,,,,,,,,,,,,,
12891,北京鑫鹏基业建筑工程有限公司,(区)建筑业企业增项资质申请,0014181213000438,,,,,,,,,,,,,,,,,
