序号,企业名称,申请事项,业务流水号,,,,,,,,,,,,,,,,,
12521,北京中兴建业建筑安装有限公司,(市)建筑业企业增项资质申请,0014180904003404,,,,,,,,,,,,,,,,,
12522,北京禹涛环境工程有限公司,建筑业企业升级资质申请,0014181022000414,,,,,,,,,,,,,,,,,
12523,北京弘德劳务分包有限公司,(市)建筑业企业首次申请资质,0014190624005417,,,,,,,,,,,,,,,,,
12524,北京瑞吉建筑装饰工程有限公司,建筑业企业首次申请资质,0014190614004549,,,,,,,,,,,,,,,,,
12525,北京华远达电力建设有限公司,建筑业企业增项资质申请,0014190114004117,,,,,,,,,,,,,,,,,
12526,中启鑫环(北京)建设有限公司,建筑业企业首次申请资质,0014190909002948,,,,,,,,,,,,,,,,,
12527,北京锦恒翔远建筑装饰工程有限公司,(区)建筑业企业资质增项资质申请,0014180627003428,,,,,,,,,,,,,,,,,
12528,中瑞华宇(北京)建设工程有限公司,(市)建筑业企业首次申请资质,0014190711000644,,,,,,,,,,,,,,,,,
12529,北京博弘建设有限公司,(市)建筑业企业首次申请资质,0014190531002466,,,,,,,,,,,,,,,,,
12530,北京华宇晟天建筑有限公司,建筑业企业首次申请资质,0014190708007074,,,,,,,,,,,,,,,,,
12531,北京鸿都盛达装饰工程有限公司,建筑业企业首次申请资质,0014190110001558,,,,,,,,,,,,,,,,,
12532,北京中珏钢结构工程有限公司,建筑业企业首次申请资质,0014180525002648,,,,,,,,,,,,,,,,,
12533,北京众力诚建筑劳务有限公司,(区)建筑业企业首次申请资质,0014190226000049,,,,,,,,,,,,,,,,,
12534,中祥瑞安(北京)建筑工程有限公司,(市)建筑业企业首次申请资质,0014190608000065,,,,,,,,,,,,,,,,,
12535,北京中泰联广展览服务有限公司,建筑业企业首次申请资质,0014180907000897,,,,,,,,,,,,,,,,,
12536,北京海丰建筑劳务有限公司,建筑业企业首次申请资质,0014181207001409,,,,,,,,,,,,,,,,,
12537,北京联华建筑事务有限公司,工程监理企业延续资质申请,0014190314004333,,,,,,,,,,,,,,,,,
12538,北京炜林祥禄建筑工程有限公司,建筑业企业首次申请资质,0014190508005755,,,,,,,,,,,,,,,,,
12539,北京中震既有建筑工程有限公司,(区)建筑业企业增项资质申请,0014190322002138,,,,,,,,,,,,,,,,,
12540,北京华盛安达建设工程有限公司,(区)建筑业企业增项资质申请,0014190307005448,,,,,,,,,,,,,,,,,
12541,北京亨吉昌建设工程有限公司,(区)建筑业企业首次申请资质,0014190617006566,,,,,,,,,,,,,,,,,
12542,北京腾象装饰工程有限公司,建筑业企业首次申请资质,0014190605007205,,,,,,,,,,,,,,,,,
12543,北京恒瑞祥云建筑工程有限公司,(区)建筑业企业首次申请资质,0014190307003817,,,,,,,,,,,,,,,,,
12544,北京正博伟业防水工程有限公司,(区)建筑业企业首次申请资质,0014181116001813,,,,,,,,,,,,,,,,,
12545,北京笠融建筑工程有限公司,(区)建筑业企业增项资质申请,0014180724001413,,,,,,,,,,,,,,,,,
12546,北京中瑞灏建设有限公司,(区)建筑业企业首次申请资质,0014190114004511,,,,,,,,,,,,,,,,,
12547,北京城乡伟业建筑工程有限公司,(市)建筑业企业首次申请资质,0014180514004390,,,,,,,,,,,,,,,,,
12548,北京金玉雷安防雷工程有限责任公司,建筑业企业首次申请资质,0014190211001932,,,,,,,,,,,,,,,,,
12549,北京城建鸿润智能系统有限公司,建筑业企业升级资质申请,0014190215001273,,,,,,,,,,,,,,,,,
12550,北京长峰航鑫建筑工程有限公司,(区)建筑业企业首次申请资质,0014190529000898,,,,,,,,,,,,,,,,,
12551,北京智源建筑劳务有限公司,(区)建筑业企业首次申请资质,0014180702000520,,,,,,,,,,,,,,,,,
12552,东方华宸(北京)建筑工程有限公司,(区)建筑业企业首次申请资质,0014180710001700,,,,,,,,,,,,,,,,,
12553,北京金源智控科技股份有限公司,建筑业企业资质增项资质申请,0014180525000589,,,,,,,,,,,,,,,,,
12554,北京恒祥宏业基础加固技术有限公司,建筑业企业增项资质申请,0014190304005861,,,,,,,,,,,,,,,,,
12555,北京建安兴隆劳务分包有限公司,(区)建筑业企业首次申请资质,0014190620005334,,,,,,,,,,,,,,,,,
12556,北京五都建筑工程有限公司,(市)建筑业企业首次申请资质,0014190225001173,,,,,,,,,,,,,,,,,
12557,北京鸿源伟业装饰有限公司,(市)建筑业企业增项资质申请,0014181220001336,,,,,,,,,,,,,,,,,
12558,北京中都博天建设工程有限公司,(市)建筑业企业首次申请资质,0014190522001870,,,,,,,,,,,,,,,,,
12559,亿鸿京泰(北京)建设有限公司,(市)建筑业企业首次申请资质,0014181204001439,,,,,,,,,,,,,,,,,
12560,国电恒兴(北京)设备工程安装有限公司,(市)建筑业企业首次申请资质,0014181214000507,,,,,,,,,,,,,,,,,
12561,北京国电建安电力工程有限公司,建筑业企业首次申请资质,0014180801000014,,,,,,,,,,,,,,,,,
12562,北京国环永清环保科技有限公司,建筑业企业首次申请资质,0014180803001084,,,,,,,,,,,,,,,,,
12563,泰和阳明(北京)环保科技有限公司,(区)建筑业企业首次申请资质,0014181217001118,,,,,,,,,,,,,,,,,
12564,北京中环招标代理有限公司,工程造价咨询企业延续资质，工程造价咨询企业组织形式变更合并办理,0014180131001099,,,,,,,,,,,,,,,,,
12565,北京天强瑞兴建设有限公司,(市)建筑业企业首次申请资质,0014190118000230,,,,,,,,,,,,,,,,,
12566,北京城建北方集团有限公司,建筑业企业资质增项资质申请,0014180518000323,,,,,,,,,,,,,,,,,
12567,北京力邦建筑工程有限公司,建筑业企业首次申请资质,0014181203004688,,,,,,,,,,,,,,,,,
12568,北京瑞智汇嘉建筑工程有限公司,(市)建筑业企业首次申请资质,0014181205003342,,,,,,,,,,,,,,,,,
12569,北京新杰琳通信工程有限公司,(区)建筑业企业增项资质申请,0014190625002482,,,,,,,,,,,,,,,,,
12570,北京巨禾阳建筑工程有限公司,(市)建筑业企业首次申请资质,0014180705000422,,,,,,,,,,,,,,,,,
12571,北京万利兴业建筑工程有限公司,(市)建筑业企业首次申请资质,0014180713000285,,,,,,,,,,,,,,,,,
12572,北京华建审工程造价咨询事务所有限公司,工程造价咨询企业延续资质，工程造价咨询企业资质证书地址变更合并办理,0014181114000359,,,,,,,,,,,,,,,,,
12573,北京琦琳俪业装饰有限公司,(区)建筑业企业增项资质申请,0014181225003119,,,,,,,,,,,,,,,,,
12574,北京九鼎九和建设集团有限公司,(市)建筑业企业增项资质申请,0014181229001054,,,,,,,,,,,,,,,,,
12575,中富瑞邦(北京)建筑工程有限公司,建筑业企业首次申请资质,0014190711002567,,,,,,,,,,,,,,,,,
12576,北京中天众达信息科技有限公司,(区)建筑业企业首次申请资质,0014190611006100,,,,,,,,,,,,,,,,,
12577,煤炭科学技术研究院有限公司,建筑业企业首次申请资质,0014150730001798,,,,,,,,,,,,,,,,,
12578,北京中福通信工程有限公司,建筑业企业增项资质申请,0014190517002572,,,,,,,,,,,,,,,,,
12579,北京中通诚信工程造价咨询有限公司,工程造价咨询企业延续资质,0014180731001590,,,,,,,,,,,,,,,,,
12580,北京泓阳建设有限公司,(市)建筑业企业首次申请资质,0014180705002840,,,,,,,,,,,,,,,,,
12581,智慧银河(北京)科技有限公司,(市)建筑业企业首次申请资质,0014181115001092,,,,,,,,,,,,,,,,,
12582,中电(北京)电力工程有限公司,建筑业企业增项资质申请,0014180903002200,,,,,,,,,,,,,,,,,
12583,北京神讯信息科技有限公司,建筑业企业首次申请资质,0014181019000544,,,,,,,,,,,,,,,,,
12584,北京中戎华泰科技开发有限公司,(市)建筑业企业首次申请资质,0014180801002511,,,,,,,,,,,,,,,,,
12585,北京华昶建筑工程有限公司,(市)建筑业企业首次申请资质,0014190701003376,,,,,,,,,,,,,,,,,
12586,北京宏亚安成建设有限公司,建筑业企业首次申请资质,0014180913003976,,,,,,,,,,,,,,,,,
12587,北京明德伟誉工程项目管理有限公司,工程造价咨询企业新设立资质申请,0014190611003837,,,,,,,,,,,,,,,,,
12588,北京宏润建安建设有限公司,(市)建筑业企业首次申请资质,0014180711002713,,,,,,,,,,,,,,,,,
12589,北京信远鸿装饰有限公司,建筑业企业首次申请资质,0014190527002922,,,,,,,,,,,,,,,,,
12590,北京博赢盛建筑装饰工程有限公司,(区)建筑业企业首次申请资质,0014181016003353,,,,,,,,,,,,,,,,,
12591,北京中投安邦建设有限公司,(区)建筑业企业首次申请资质,0014190805005531,,,,,,,,,,,,,,,,,
12592,北京鑫鼎晟建设工程有限公司,建筑业企业首次申请资质,0014190621006910,,,,,,,,,,,,,,,,,
12593,北京机施兴合劳务有限公司,建筑业企业增项资质申请,0014180820001803,,,,,,,,,,,,,,,,,
12594,北京远众建筑工程服务有限公司,建筑业企业升级资质申请,0014190514003031,,,,,,,,,,,,,,,,,
12595,北京圣和利建筑工程有限公司,建筑业企业首次申请资质,0014190516006991,,,,,,,,,,,,,,,,,
12596,北京湘创耀瑞建筑装饰工程有限公司,(区)建筑业企业首次申请资质,0014181129002177,,,,,,,,,,,,,,,,,
12597,北京京豫天盛建筑工程有限公司,(市)建筑业企业首次申请资质,0014190114000326,,,,,,,,,,,,,,,,,
12598,中元信宏(北京)建设有限公司,建筑业企业首次申请资质,0014190808005602,,,,,,,,,,,,,,,,,
12599,北京共未来建筑工程有限公司,建筑业企业首次申请资质,0014180730001005,,,,,,,,,,,,,,,,,
12600,北京富华兴盛建筑有限责任公司,建筑业企业首次申请资质,0014190510004533,,,,,,,,,,,,,,,,,
12601,北京天宏顺安建设工程有限公司,(市)建筑业企业首次申请资质,0014190612000565,,,,,,,,,,,,,,,,,
12602,北京昌业博通建筑工程有限公司,(区)建筑业企业首次申请资质,0014181220002618,,,,,,,,,,,,,,,,,
12603,北京星达科技发展有限公司,(区)建筑业企业增项资质申请,0014190404005323,,,,,,,,,,,,,,,,,
12604,北京世纪京科电力工程有限公司,建筑业企业增项资质申请,0014180803002580,,,,,,,,,,,,,,,,,
12605,北京中赫亿源建筑工程有限公司,建筑业企业首次申请资质,0014181212004026,,,,,,,,,,,,,,,,,
12606,北京环科腾越环保工程有限公司,(区)建筑业企业首次申请资质,0014180807000414,,,,,,,,,,,,,,,,,
12607,北京逸群工程咨询有限公司,工程监理企业延续资质申请,0014190709005095,,,,,,,,,,,,,,,,,
12608,北京和谐立安建筑工程有限公司,建筑业企业首次申请资质,0014181016000091,,,,,,,,,,,,,,,,,
12609,中建昊天(北京)建设有限公司,建筑业企业首次申请资质,0014180727002428,,,,,,,,,,,,,,,,,
12610,北京琛越建筑工程有限公司,(市)建筑业企业首次申请资质,0014180613001094,,,,,,,,,,,,,,,,,
12611,北京中海德汇国际建设集团有限公司,(区)建筑业企业首次申请资质,0014190711001555,,,,,,,,,,,,,,,,,
12612,筑建宏业(北京)建筑工程有限公司,(市)建筑业企业首次申请资质,0014180409003415,,,,,,,,,,,,,,,,,
12613,北京梦幻三星涂装设备技术开发公司,建筑业企业首次申请资质,0014190126000329,,,,,,,,,,,,,,,,,
12614,北京福源鼎辉建筑工程有限公司,建筑业企业首次申请资质,0014181008000520,,,,,,,,,,,,,,,,,
12615,北京达茂源膜科技有限公司,建筑业企业首次申请资质,0014180801003691,,,,,,,,,,,,,,,,,
12616,北京多彩饰界装饰工程有限公司,建筑业企业首次申请资质,0014190522005975,,,,,,,,,,,,,,,,,
12617,北京升运建筑工程有限公司,(区)建筑业企业首次申请资质,0014180831000916,,,,,,,,,,,,,,,,,
12618,北京阳晨机械设备安装有限责任公司,(区)建筑业企业首次申请资质,0014190306000598,,,,,,,,,,,,,,,,,
12619,北京中宇昊明建筑工程有限公司,建筑业企业首次申请资质,0014190528002013,,,,,,,,,,,,,,,,,
12620,北京双富丽建筑工程有限公司,建筑业企业升级资质申请,0014190120000053,,,,,,,,,,,,,,,,,
12621,北京世纪实拓科技有限公司,(市)建筑业企业增项资质申请,0014190104001573,,,,,,,,,,,,,,,,,
12622,北京锦蓝盛亿装饰工程有限公司,(区)建筑业企业首次申请资质,0014180428001997,,,,,,,,,,,,,,,,,
12623,中外天利(北京)风电科技有限公司,建筑业企业首次申请资质,0014190725002966,,,,,,,,,,,,,,,,,
12624,北京中城华辉建设有限公司,(市)建筑业企业首次申请资质,0014181017001992,,,,,,,,,,,,,,,,,
12625,北京中合富立电力建设有限公司,(区)建筑业企业增项资质申请,0014190107002094,,,,,,,,,,,,,,,,,
12626,北京中恒富通建设有限公司,建筑业企业首次申请资质,0014190308002008,,,,,,,,,,,,,,,,,
12627,北京鸿达祥建筑工程有限公司,(市)建筑业企业首次申请资质,0014180914002662,,,,,,,,,,,,,,,,,
12628,北京晋荣建筑装饰有限公司,(区)建筑业企业首次申请资质,0014190711002130,,,,,,,,,,,,,,,,,
12629,北京东方旭日防腐保温工程有限公司,建筑业企业升级资质申请,0014190416003043,,,,,,,,,,,,,,,,,
12630,北京城乡伟业建筑工程有限公司,(区)建筑业企业首次申请资质,0014180627002157,,,,,,,,,,,,,,,,,
12631,北京五洲中天建筑装饰工程有限公司,(区)建筑业企业资质增项资质申请,0014180723001940,,,,,,,,,,,,,,,,,
12632,北京万鸿鼎尚建筑工程有限公司,建筑业企业首次申请资质,0014190812001388,,,,,,,,,,,,,,,,,
12633,北京京供华谊电力工程有限公司,(区)建筑业企业增项资质申请,0014190104001933,,,,,,,,,,,,,,,,,
12634,北京世源希达工程技术有限公司,(市)建筑业企业资质增项资质申请,0014180327000275,,,,,,,,,,,,,,,,,
12635,北京易筑国际建筑科技有限公司,(区)建筑业企业首次申请资质,0014190808005455,,,,,,,,,,,,,,,,,
12636,中鹭建设工程(北京)有限公司,建筑业企业首次申请资质,0014190621006864,,,,,,,,,,,,,,,,,
12637,北京天正恒业建设工程有限公司,建筑业企业新设立资质申请,0014180306003118,,,,,,,,,,,,,,,,,
12638,北京顺呈祥建筑装饰工程有限公司,(区)建筑业企业首次申请资质,0014180703003333,,,,,,,,,,,,,,,,,
12639,北京中硕联合建设工程有限公司,(市)建筑业企业首次申请资质,0014190107004108,,,,,,,,,,,,,,,,,
12640,北京佳林国际建设工程有限公司,(市)建筑业企业首次申请资质,0014180717001112,,,,,,,,,,,,,,,,,
12641,北京华洋苏通园林工程有限公司,(市)建筑业企业首次申请资质,0014190520002936,,,,,,,,,,,,,,,,,
12642,北京大龙东升门窗幕墙工程有限公司,(市)建筑业企业增项资质申请,0014190305004423,,,,,,,,,,,,,,,,,
12643,北京市通州新兴装饰公司,(市)建筑业企业增项资质申请,0014180913002830,,,,,,,,,,,,,,,,,
12644,北京润龙建筑工程有限责任公司,(市)建筑业企业首次申请资质,0014190125000092,,,,,,,,,,,,,,,,,
12645,中曌科技有限公司,建筑业企业首次申请资质,0014180728000629,,,,,,,,,,,,,,,,,
12646,北京华城京创建筑工程有限公司,建筑业企业首次申请资质,0014180828001115,,,,,,,,,,,,,,,,,
12647,北京锦泰泓建筑工程有限公司,(市)建筑业企业首次申请资质,0014190116003196,,,,,,,,,,,,,,,,,
12648,北京顺易建筑工程有限公司,(区)建筑业企业首次申请资质,0014180905003607,,,,,,,,,,,,,,,,,
12649,北京洁雅建设工程有限公司,(区)建筑业企业首次申请资质,0014190702007269,,,,,,,,,,,,,,,,,
12650,北京众智亮点工程技术有限公司,建筑业企业首次申请资质,0014190729004849,,,,,,,,,,,,,,,,,
12651,北京弘佳建筑装饰有限公司,建筑业企业首次申请资质,0014180724001008,,,,,,,,,,,,,,,,,
12652,北京天圆祥宇建筑劳务有限公司,建筑业企业首次申请资质,0014190124002789,,,,,,,,,,,,,,,,,
12653,北京兆睿建筑工程有限公司,建筑业企业首次申请资质,0014190712004683,,,,,,,,,,,,,,,,,
12654,北京沐尧建设科技有限公司,(区)建筑业企业首次申请资质,0014190723002762,,,,,,,,,,,,,,,,,
12655,北京赛福格林工程建设有限公司,(市)建筑业企业首次申请资质,0014190415000735,,,,,,,,,,,,,,,,,
12656,北京道融丰电力安装有限公司,建筑业企业资质增项资质申请,0014180608000110,,,,,,,,,,,,,,,,,
12657,北京鑫世纪建设工程有限公司,(市)建筑业企业首次申请资质,0014180823001211,,,,,,,,,,,,,,,,,
12658,北京天虹润丰装饰工程有限公司,(区)建筑业企业增项资质申请,0014190219002504,,,,,,,,,,,,,,,,,
12659,北京维拓时代建设工程有限公司,(市)建筑业企业首次申请资质,0014180810000092,,,,,,,,,,,,,,,,,
12660,北京日东成业电力设备有限公司,(市)建筑业企业首次申请资质,0014181013000212,,,,,,,,,,,,,,,,,
12661,北京三马机电工程有限公司,建筑业企业资质增项资质申请,0014180416001343,,,,,,,,,,,,,,,,,
12662,北京鼎创易顺市政工程有限公司,(市)建筑业企业首次申请资质,0014190812007193,,,,,,,,,,,,,,,,,
12663,北京中航建业科技发展有限公司,(市)建筑业企业增项资质申请,0014181018002084,,,,,,,,,,,,,,,,,
12664,北京金亮点市政园林工程有限公司,建筑业企业增项资质申请,0014181014000178,,,,,,,,,,,,,,,,,
12665,中建辰博(北京)建设工程有限公司,(区)建筑业企业首次申请资质,0014180710003173,,,,,,,,,,,,,,,,,
12666,北京中恒宇建设开发有限责任公司,建筑业企业首次申请资质,0014190712005910,,,,,,,,,,,,,,,,,
12667,北京鸿江建设有限公司,(区)建筑业企业首次申请资质,0014190910004391,,,,,,,,,,,,,,,,,
12668,北京燕都天力建筑工程有限公司,(市)建筑业企业首次申请资质,0014190509004362,,,,,,,,,,,,,,,,,
12669,华夏五洲建设工程(北京)有限公司,建筑业企业首次申请资质,0014190111000367,,,,,,,,,,,,,,,,,
12670,中泰龙翔(北京)建设有限公司,建筑业企业首次申请资质,0014180829000249,,,,,,,,,,,,,,,,,
12671,北京华祺建设工程有限公司,(市)建筑业企业首次申请资质,0014190114000416,,,,,,,,,,,,,,,,,
12672,北京诚铸城模架工程技术有限公司,建筑业企业首次申请资质,0014190723000276,,,,,,,,,,,,,,,,,
12673,北京清尚河图装饰设计有限公司,(区)建筑业企业增项资质申请,0014181207003759,,,,,,,,,,,,,,,,,
12674,北京超超建筑工程有限公司,(市)建筑业企业首次申请资质,0014190611001891,,,,,,,,,,,,,,,,,
12675,北京众力诚建筑劳务有限公司,(区)建筑业企业首次申请资质,0014190121000032,,,,,,,,,,,,,,,,,
12676,北京宏程泰建设工程有限公司,(市)建筑业企业资质增项资质申请,0014180619002798,,,,,,,,,,,,,,,,,
12677,守望者科技(北京)有限公司,建筑业企业首次申请资质,0014180709001461,,,,,,,,,,,,,,,,,
12678,北京宏伟顺通建设集团有限公司,(市)建筑业企业增项资质申请,0014180824001830,,,,,,,,,,,,,,,,,
12679,北京京园诚得信工程管理有限公司,工程造价咨询企业延续资质,0014180926000269,,,,,,,,,,,,,,,,,
12680,北京百弘建筑工程有限公司,建筑业企业增项资质申请,0014180926001901,,,,,,,,,,,,,,,,,
12681,中福瑞豪(北京)建设有限公司,建筑业企业首次申请资质,0014190702000330,,,,,,,,,,,,,,,,,
12682,中智华体(北京)科技股份有限公司,建筑业企业首次申请资质,0014190211000100,,,,,,,,,,,,,,,,,
12683,北京一三三节能设备工程有限公司,(市)建筑业企业增项资质申请,0014180829003309,,,,,,,,,,,,,,,,,
12684,北京红景华原建筑工程有限公司,(市)建筑业企业首次申请资质,0014190612001308,,,,,,,,,,,,,,,,,
12685,北京城市亮点电气工程有限公司,建筑业企业资质增项资质申请,0014180522008180,,,,,,,,,,,,,,,,,
12686,北京至圣博建筑工程有限公司,(区)建筑业企业首次申请资质,0014181204000696,,,,,,,,,,,,,,,,,
12687,北京京豫天盛建筑工程有限公司,(区)建筑业企业首次申请资质,0014190123000438,,,,,,,,,,,,,,,,,
12688,东方盛联(北京)建筑工程有限公司,(区)建筑业企业首次申请资质,0014190701004535,,,,,,,,,,,,,,,,,
12689,北京恒瑞祥云建筑工程有限公司,(区)建筑业企业首次申请资质,0014190307003817,,,,,,,,,,,,,,,,,
12690,北京会诚联盛电子科技有限公司,(区)建筑业企业首次申请资质,0014190109001523,,,,,,,,,,,,,,,,,
12691,北京洁绿环境科技股份有限公司,建筑业企业升级资质申请,0014170705000410,,,,,,,,,,,,,,,,,
12692,北京朝林建筑工程有限公司,(市)建筑业企业首次申请资质,0014180904003392,,,,,,,,,,,,,,,,,
12693,北京利康启翔建筑劳务有限公司,建筑业企业首次申请资质,0014180815001021,,,,,,,,,,,,,,,,,
12694,北京仁诚国际建设工程有限公司,(市)建筑业企业增项资质申请,0014180821001141,,,,,,,,,,,,,,,,,
12695,北京阳霖盛建筑工程有限公司,(区)建筑业企业首次申请资质,0014181115004196,,,,,,,,,,,,,,,,,
12696,中科绿洲(北京)生态工程技术有限公司,建筑业企业首次申请资质,0014190327004629,,,,,,,,,,,,,,,,,
12697,北京晟和建筑劳务有限公司,建筑业企业首次申请资质,0014190213002485,,,,,,,,,,,,,,,,,
12698,北京京诚博产工程项目管理有限公司,工程造价咨询企业延续资质，工程造价咨询企业资质证书地址变更，工程造价咨询企业组织形式变更合并办理,0014180814001503,,,,,,,,,,,,,,,,,
12699,中国通信建设北京工程局有限公司,建筑业企业资质增项资质申请,0014180704000498,,,,,,,,,,,,,,,,,
12700,北京中疆建设工程有限公司,(市)建筑业企业首次申请资质,0014190212001416,,,,,,,,,,,,,,,,,
12701,北京川页润邦建筑工程有限公司,建筑业企业首次申请资质,0014190801000486,,,,,,,,,,,,,,,,,
12702,北京星达科技发展有限公司,(区)建筑业企业增项资质申请,0014190404005323,,,,,,,,,,,,,,,,,
12703,中发首成(北京)建设工程有限公司,(市)建筑业企业首次申请资质,0014180524001680,,,,,,,,,,,,,,,,,
12704,北京银河嘉信工程设计有限公司,(区)建筑业企业首次申请资质,0014190409000558,,,,,,,,,,,,,,,,,
12705,北京华电中试电力工程有限责任公司,(区)建筑业企业首次申请资质,0014190225003131,,,,,,,,,,,,,,,,,
12706,北京五瑞古建工程有限公司,建筑业企业增项资质申请,0014190123000562,,,,,,,,,,,,,,,,,
12707,北京政通隆泰建设工程有限公司,(区)建筑业企业首次申请资质,0014181207001319,,,,,,,,,,,,,,,,,
12708,北京诚公管理咨询股份有限公司,建筑业企业首次申请资质,0014171116003027,,,,,,,,,,,,,,,,,
12709,北京汇银丰建筑工程有限公司,(市)建筑业企业首次申请资质,0014181129001569,,,,,,,,,,,,,,,,,
12710,北京当世豪建筑装饰工程有限公司,建筑业企业增项资质申请,0014180927002622,,,,,,,,,,,,,,,,,
12711,北京中联天盛建筑工程有限公司,建筑业企业资质增项资质申请,0014180627000852,,,,,,,,,,,,,,,,,
12712,北京中铁建北方路桥工程有限公司,建筑业企业升级资质申请,0014190703003930,,,,,,,,,,,,,,,,,
12713,北京汉东环保科技有限公司,(市)建筑业企业首次申请资质,0014190124003791,,,,,,,,,,,,,,,,,
12714,北京城建一天成建筑工程有限公司,(区)建筑业企业首次申请资质,0014181101003594,,,,,,,,,,,,,,,,,
12715,北京科信工程管理有限公司,工程监理企业延续资质申请,0014190301004317,,,,,,,,,,,,,,,,,
12716,北京中润勤和建筑工程有限公司,(市)建筑业企业首次申请资质,0014181224002960,,,,,,,,,,,,,,,,,
12717,北京华诚永信工程管理有限公司,工程监理企业延续资质申请,0014181224000520,,,,,,,,,,,,,,,,,
12718,中创鑫业(北京)建设有限公司,建筑业企业首次申请资质,0014190614005102,,,,,,,,,,,,,,,,,
12719,北京元华建设工程有限公司,(市)建筑业企业首次申请资质,0014180925002529,,,,,,,,,,,,,,,,,
12720,北京圣通博众建设工程有限公司,(市)建筑业企业首次申请资质,0014190415003525,,,,,,,,,,,,,,,,,
12721,聚泽盈达(北京)科技有限公司,(区)建筑业企业首次申请资质,0014190220003596,,,,,,,,,,,,,,,,,
12722,北京白砂建筑装饰工程有限公司,(市)建筑业企业增项资质申请,0014181214001722,,,,,,,,,,,,,,,,,
12723,北京城建亚泰金典建设工程有限公司,建筑业企业升级资质申请,0014180718001562,,,,,,,,,,,,,,,,,
12724,北京卓晟起重搬运有限公司,建筑业企业首次申请资质,0014180817002079,,,,,,,,,,,,,,,,,
12725,北京金利怀环境卫生服务有限责任公司,建筑业企业首次申请资质,0014190722002727,,,,,,,,,,,,,,,,,
12726,北京利天消防工程有限公司,建筑业企业升级资质申请,0014171201000535,,,,,,,,,,,,,,,,,
12727,北京忠信博达建设发展有限公司,(区)建筑业企业首次申请资质,0014181023003643,,,,,,,,,,,,,,,,,
12728,北京众象载德建筑装饰设计有限公司,(区)建筑业企业增项资质申请,0014190513006808,,,,,,,,,,,,,,,,,
12729,北京瑞特工程建设监理有限责任公司,工程监理企业新增项资质申请（包含丙级晋升乙级），工程监理企业统一社会信用代码变更，工程监理企业资质地址变更，工程监理企业负责人变更合并办理,0014180702000519,,,,,,,,,,,,,,,,,
12730,北京亿和通科技发展有限公司,建筑业企业首次申请资质,0014181207000992,,,,,,,,,,,,,,,,,
12731,北京上博建筑装饰有限公司,(市)建筑业企业首次申请资质,0014180530000901,,,,,,,,,,,,,,,,,
12732,北京万腾惠阳建筑工程有限公司,建筑业企业首次申请资质,0014180504000687,,,,,,,,,,,,,,,,,
12733,北京鸿达聚能环保工程有限公司,(区)建筑业企业首次申请资质,0014190422006638,,,,,,,,,,,,,,,,,
12734,北京国泰瑞安消防工程有限公司,建筑业企业升级资质申请,0014181029000196,,,,,,,,,,,,,,,,,
12735,北京佳依佳俊建设工程有限公司,(市)建筑业企业首次申请资质,0014190327003932,,,,,,,,,,,,,,,,,
12736,北京荣圣达建筑工程有限公司,(市)建筑业企业首次申请资质,0014190412003331,,,,,,,,,,,,,,,,,
12737,北京华岩建业建筑有限公司,(区)建筑业企业首次申请资质,0014180905003865,,,,,,,,,,,,,,,,,
12738,北京正泰瑞峰机电设备安装有限公司,(区)建筑业企业首次申请资质,0014181010000804,,,,,,,,,,,,,,,,,
12739,北京凯发建筑工程有限公司,(市)建筑业企业首次申请资质,0014180509003618,,,,,,,,,,,,,,,,,
12740,北京捷达通讯工程有限公司,建筑业企业首次申请资质,0014190809002598,,,,,,,,,,,,,,,,,
12741,中建辰博(北京)建设工程有限公司,(区)建筑业企业首次申请资质,0014180710003173,,,,,,,,,,,,,,,,,
12742,北京锦程伟业建设有限公司,(区)建筑业企业首次申请资质,0014190620005985,,,,,,,,,,,,,,,,,
12743,金诚华刚(北京)装饰工程有限公司,建筑业企业升级资质申请,0014180528003024,,,,,,,,,,,,,,,,,
12744,爱土工程环境科技有限公司,建筑业企业升级资质申请,0014180516003740,,,,,,,,,,,,,,,,,
12745,北京博瑞鸿通建设有限公司,建筑业企业首次申请资质,0014180608002459,,,,,,,,,,,,,,,,,
12746,木凡装饰工程(北京)有限公司,建筑业企业升级资质申请,0014180522007549,,,,,,,,,,,,,,,,,
12747,北京隆运通建筑工程有限公司,(市)建筑业企业首次申请资质,0014181224000812,,,,,,,,,,,,,,,,,
12748,北京春禹科技有限公司,(市)建筑业企业首次申请资质,0014190802001310,,,,,,,,,,,,,,,,,
12749,北京德进环境工程有限公司,(区)建筑业企业首次申请资质,0014190107002421,,,,,,,,,,,,,,,,,
12750,北京致睿国际装饰工程有限公司,(区)建筑业企业首次申请资质,0014190611006559,,,,,,,,,,,,,,,,,
12751,中科世安技术有限公司,(区)建筑业企业首次申请资质,0014180717004069,,,,,,,,,,,,,,,,,
12752,北京清盈建筑工程有限公司,建筑业企业首次申请资质,0014190319002976,,,,,,,,,,,,,,,,,
12753,普华永拓建筑科学研究(北京)有限公司,工程造价咨询企业新设立资质申请,0014180911000645,,,,,,,,,,,,,,,,,
12754,北京英豪建筑装饰设计工程有限公司,(市)建筑业企业增项资质申请,0014190605000219,,,,,,,,,,,,,,,,,
12755,北京富安通达工程技术有限公司,(市)建筑业企业首次申请资质,0014180424002994,,,,,,,,,,,,,,,,,
12756,北京优筑永安建设工程有限公司,(区)建筑业企业首次申请资质,0014180727001090,,,,,,,,,,,,,,,,,
