企业或单位名称,纳税人识别号,经营地点,欠税金额,税种
净雅食品股份有限公司北京金宝街餐饮管理分公司,91110101080507898H,北京市东城区朝阳门南小街２６９号华嘉金宝综合楼,1527717.390,房产税
净雅食品股份有限公司北京金宝街餐饮管理分公司,91110101080507898H,北京市东城区朝阳门南小街２６９号华嘉金宝综合楼,249645.190,城建税
净雅食品股份有限公司北京金宝街餐饮管理分公司,91110101080507898H,北京市东城区朝阳门南小街２６９号华嘉金宝综合楼,1527717.390,房产税
净雅食品股份有限公司北京金宝街餐饮管理分公司,91110101080507898H,北京市东城区朝阳门南小街２６９号华嘉金宝综合楼,1527717.390,房产税
北京金富泽投资管理有限公司,110228551383781,北京市朝阳区农展南里18号楼903室,114616.660,企业所得税
北京金富泽投资管理有限公司,110228551383781,北京市朝阳区农展南里18号楼903室,40320.000,房产税
北京金富泽投资管理有限公司,110228551383781,北京市朝阳区农展南里18号楼903室,60.000,土地使用税
光合（北京）文化创意股份有限公司,911100005620684880,北京市房山区天星街1号院16号楼606,1770272.840,企业所得税
北京北搪兰派容器有限公司,110105634316277,北京市朝阳区豆各庄乡豆各庄村18号,44940.000,房产税
北京北搪兰派容器有限公司,110105634316277,北京市朝阳区豆各庄乡豆各庄村18号,305100.000,土地使用税
北京富业房地产开发有限公司,11022880116948X,北京市昌平区十三陵水库大坝东侧,195000.000,营业税
北京富业房地产开发有限公司,11022880116948X,北京市昌平区十三陵水库大坝东侧,97500.000,企业所得税
北京富业房地产开发有限公司,11022880116948X,北京市昌平区十三陵水库大坝东侧,26000.000,印花税
北京富业房地产开发有限公司,11022880116948X,北京市昌平区十三陵水库大坝东侧,9750.000,城建税
北京富业房地产开发有限公司,11022880116948X,北京市昌平区十三陵水库大坝东侧,335026.440,房产税
北京信泰科格商贸有限公司,91110102MA005ETU25,北京市西城区西直门大街枫蓝国际A座1907室,26244.740,城建税
国创科视科技股份有限公司,91110102059293792A,北京市西城区新街口外大街8号5幢(C座)207号(德胜园区),2172087.500,个人所得税
